ID:1000, Name:Blessyn, Major:CS, Enrollment:No, Year:Senior, Age:17
ID:355, Name:Jayceonna, Major:IE, Enrollment:Yes, Year:Freshman, Age:27
ID:876, Name:Jayesh, Major:ABE, Enrollment:No, Year:Sophomore, Age:12
ID:435, Name:Jaylyn, Major:ABE, Enrollment:Yes, Year:Senior, Age:17
ID:564, Name:Jean, Major:CHE, Enrollment:Yes, Year:Senior, Age:11
ID:784, Name:Jaziel, Major:BME, Enrollment:Yes, Year:Junior, Age:17
ID:93, Name:Jenisha, Major:ECE, Enrollment:No, Year:Sophomore, Age:13
ID:320, Name:Jenika, Major:AA, Enrollment:No, Year:Junior, Age:28
ID:879, Name:Kritika, Major:ECE, Enrollment:No, Year:Junior, Age:20
ID:417, Name:Journey, Major:ECE, Enrollment:No, Year:Senior, Age:17
ID:844, Name:Josealberto, Major:BME, Enrollment:No, Year:Senior, Age:24
ID:992, Name:Johndaniel, Major:CS, Enrollment:No, Year:Junior, Age:15
ID:374, Name:Jocelyne, Major:ME, Enrollment:No, Year:Senior, Age:18
ID:372, Name:Jersie, Major:ME, Enrollment:No, Year:Junior, Age:10
ID:811, Name:Jerod, Major:IE, Enrollment:Yes, Year:Junior, Age:19
ID:556, Name:Jessi, Major:ABE, Enrollment:Yes, Year:Junior, Age:19
ID:946, Name:Jiraiya, Major:ECE, Enrollment:No, Year:Senior, Age:26
ID:92, Name:Jewels, Major:IE, Enrollment:No, Year:Junior, Age:22
ID:794, Name:Jinay, Major:IE, Enrollment:No, Year:Junior, Age:15
ID:867, Name:Jeycob, Major:AA, Enrollment:No, Year:Senior, Age:25
ID:132, Name:Jhonny, Major:CS, Enrollment:No, Year:Junior, Age:12
ID:818, Name:Jocie, Major:ME, Enrollment:Yes, Year:Sophomore, Age:10
ID:234, Name:Johnatan, Major:BME, Enrollment:Yes, Year:Sophomore, Age:17
ID:833, Name:Jory, Major:ECE, Enrollment:No, Year:Freshman, Age:16
ID:292, Name:Jontae, Major:CS, Enrollment:No, Year:Senior, Age:16
ID:862, Name:Josmar, Major:CS, Enrollment:Yes, Year:Freshman, Age:21
ID:15, Name:Jotham, Major:CS, Enrollment:No, Year:Sophomore, Age:14
ID:382, Name:Keithen, Major:CHE, Enrollment:No, Year:Senior, Age:24
ID:10, Name:Kamilya, Major:CHE, Enrollment:Yes, Year:Senior, Age:14
ID:685, Name:Kaileen, Major:ECE, Enrollment:Yes, Year:Junior, Age:12
ID:405, Name:Juanluis, Major:IE, Enrollment:Yes, Year:Sophomore, Age:27
ID:177, Name:Jozi, Major:CHE, Enrollment:Yes, Year:Junior, Age:26
ID:810, Name:Jream, Major:AA, Enrollment:No, Year:Freshman, Age:17
ID:878, Name:Kahlina, Major:ME, Enrollment:No, Year:Sophomore, Age:13
ID:524, Name:Kaci, Major:IE, Enrollment:No, Year:Freshman, Age:16
ID:683, Name:Jumana, Major:ABE, Enrollment:No, Year:Freshman, Age:12
ID:959, Name:Kahlan, Major:ABE, Enrollment:No, Year:Sophomore, Age:17
ID:889, Name:Kadisha, Major:CHE, Enrollment:Yes, Year:Freshman, Age:29
ID:347, Name:Kaige, Major:CS, Enrollment:Yes, Year:Senior, Age:29
ID:81, Name:Kailand, Major:CS, Enrollment:No, Year:Junior, Age:16
ID:498, Name:Kaleigh, Major:BME, Enrollment:No, Year:Freshman, Age:21
ID:26, Name:Kaiya, Major:BME, Enrollment:Yes, Year:Freshman, Age:20
ID:144, Name:Kailia, Major:ECE, Enrollment:No, Year:Junior, Age:21
ID:517, Name:Kaiston, Major:CS, Enrollment:Yes, Year:Junior, Age:10
ID:122, Name:Kamarah, Major:ECE, Enrollment:No, Year:Senior, Age:11
ID:594, Name:Kaloni, Major:IE, Enrollment:Yes, Year:Freshman, Age:21
ID:188, Name:Kalinda, Major:AA, Enrollment:Yes, Year:Junior, Age:22
ID:358, Name:Kamilo, Major:BME, Enrollment:Yes, Year:Freshman, Age:24
ID:227, Name:Kaveon, Major:ME, Enrollment:Yes, Year:Junior, Age:23
ID:459, Name:Kashaun, Major:ABE, Enrollment:No, Year:Junior, Age:22
ID:248, Name:Kamuela, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:19
ID:583, Name:Karalee, Major:ME, Enrollment:Yes, Year:Junior, Age:13
ID:29, Name:Kanan, Major:ME, Enrollment:No, Year:Senior, Age:29
ID:388, Name:Kanai, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:26
ID:950, Name:Karlei, Major:ECE, Enrollment:Yes, Year:Freshman, Age:29
ID:494, Name:Karalyn, Major:BME, Enrollment:No, Year:Freshman, Age:10
ID:917, Name:Kareem, Major:AA, Enrollment:No, Year:Sophomore, Age:20
ID:730, Name:Kason, Major:IE, Enrollment:No, Year:Senior, Age:27
ID:212, Name:Kasima, Major:ECE, Enrollment:No, Year:Senior, Age:16
ID:591, Name:Katerina, Major:IE, Enrollment:No, Year:Senior, Age:24
ID:483, Name:Katelynn, Major:CS, Enrollment:Yes, Year:Freshman, Age:21
ID:264, Name:Keira, Major:CS, Enrollment:No, Year:Freshman, Age:20
ID:926, Name:Kayna, Major:BME, Enrollment:Yes, Year:Sophomore, Age:10
ID:267, Name:Kayelee, Major:IE, Enrollment:Yes, Year:Senior, Age:13
ID:390, Name:Khamya, Major:CS, Enrollment:Yes, Year:Junior, Age:13
ID:568, Name:Khali, Major:ME, Enrollment:No, Year:Senior, Age:28
ID:110, Name:Kensy, Major:ME, Enrollment:Yes, Year:Senior, Age:22
ID:831, Name:Kekeli, Major:ABE, Enrollment:No, Year:Freshman, Age:10
ID:852, Name:Kensley, Major:ABE, Enrollment:Yes, Year:Junior, Age:23
ID:961, Name:Kennah, Major:CS, Enrollment:No, Year:Junior, Age:14
ID:872, Name:Khailen, Major:ABE, Enrollment:Yes, Year:Freshman, Age:23
ID:837, Name:Kerrigan, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:23
ID:948, Name:Kiyan, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:28
ID:808, Name:Kirra, Major:CS, Enrollment:Yes, Year:Sophomore, Age:21
ID:863, Name:Kimo, Major:IE, Enrollment:No, Year:Senior, Age:27
ID:816, Name:Kiahna, Major:ABE, Enrollment:Yes, Year:Freshman, Age:13
ID:18, Name:Kierah, Major:CS, Enrollment:No, Year:Sophomore, Age:19
ID:13, Name:Kin, Major:CHE, Enrollment:Yes, Year:Senior, Age:21
ID:542, Name:Kirin, Major:IE, Enrollment:Yes, Year:Freshman, Age:27
ID:338, Name:Konner, Major:BME, Enrollment:No, Year:Junior, Age:17
ID:412, Name:Kobina, Major:IE, Enrollment:Yes, Year:Sophomore, Age:15
ID:273, Name:Kobyn, Major:ME, Enrollment:Yes, Year:Junior, Age:29
ID:51, Name:Kollins, Major:BME, Enrollment:Yes, Year:Sophomore, Age:24
ID:887, Name:Kolin, Major:AA, Enrollment:No, Year:Freshman, Age:17
ID:203, Name:Kristel, Major:IE, Enrollment:No, Year:Junior, Age:10
ID:613, Name:Krishan, Major:CS, Enrollment:No, Year:Junior, Age:16
ID:416, Name:Lanita, Major:BME, Enrollment:No, Year:Sophomore, Age:27
ID:640, Name:Kullen, Major:ME, Enrollment:No, Year:Junior, Age:21
ID:223, Name:Kruze, Major:CS, Enrollment:No, Year:Sophomore, Age:21
ID:334, Name:Lakshana, Major:BME, Enrollment:Yes, Year:Senior, Age:15
ID:181, Name:Kylea, Major:AA, Enrollment:Yes, Year:Junior, Age:21
ID:936, Name:Kunj, Major:ABE, Enrollment:No, Year:Junior, Age:24
ID:356, Name:Kylie, Major:ME, Enrollment:Yes, Year:Senior, Age:11
ID:185, Name:Lailanie, Major:ECE, Enrollment:No, Year:Junior, Age:21
ID:327, Name:Kyomi, Major:ABE, Enrollment:Yes, Year:Junior, Age:23
ID:430, Name:Kyros, Major:ME, Enrollment:Yes, Year:Sophomore, Age:21
ID:717, Name:Laiken, Major:ME, Enrollment:No, Year:Senior, Age:13
ID:893, Name:Lakelynn, Major:ME, Enrollment:No, Year:Senior, Age:16
ID:406, Name:Laparis, Major:ECE, Enrollment:Yes, Year:Freshman, Age:19
ID:815, Name:Launa, Major:AA, Enrollment:No, Year:Junior, Age:12
ID:245, Name:Latavia, Major:IE, Enrollment:No, Year:Sophomore, Age:15
ID:251, Name:Lexianna, Major:ABE, Enrollment:No, Year:Freshman, Age:20
ID:195, Name:Laurence, Major:AA, Enrollment:No, Year:Junior, Age:15
ID:481, Name:Layney, Major:AA, Enrollment:Yes, Year:Freshman, Age:21
ID:208, Name:Leti, Major:ECE, Enrollment:No, Year:Junior, Age:17
ID:482, Name:Leon, Major:AA, Enrollment:No, Year:Freshman, Age:21
ID:766, Name:Leto, Major:BME, Enrollment:No, Year:Sophomore, Age:13
ID:841, Name:Lexxy, Major:CHE, Enrollment:Yes, Year:Junior, Age:17
ID:339, Name:Lilley, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:26
ID:984, Name:Linley, Major:BME, Enrollment:No, Year:Freshman, Age:29
ID:336, Name:Liyah, Major:BME, Enrollment:Yes, Year:Freshman, Age:21
ID:47, Name:Londen, Major:IE, Enrollment:No, Year:Senior, Age:23
ID:801, Name:Loyalty, Major:CS, Enrollment:Yes, Year:Freshman, Age:21
ID:663, Name:Pasha, Major:AA, Enrollment:Yes, Year:Sophomore, Age:24
ID:790, Name:Nadalie, Major:IE, Enrollment:No, Year:Senior, Age:23
ID:615, Name:Maddux, Major:ABE, Enrollment:No, Year:Senior, Age:10
ID:442, Name:Lyllian, Major:ABE, Enrollment:No, Year:Junior, Age:19
ID:157, Name:Lylith, Major:CS, Enrollment:No, Year:Freshman, Age:27
ID:480, Name:Lukah, Major:BME, Enrollment:Yes, Year:Freshman, Age:15
ID:593, Name:Lydiana, Major:BME, Enrollment:Yes, Year:Freshman, Age:29
ID:49, Name:Luke, Major:ABE, Enrollment:No, Year:Senior, Age:14
ID:231, Name:Maahira, Major:CHE, Enrollment:No, Year:Sophomore, Age:29
ID:493, Name:Lyrics, Major:CS, Enrollment:No, Year:Sophomore, Age:29
ID:467, Name:Madalin, Major:CHE, Enrollment:Yes, Year:Junior, Age:27
ID:63, Name:Macari, Major:BME, Enrollment:No, Year:Freshman, Age:22
ID:180, Name:Maebree, Major:ABE, Enrollment:No, Year:Sophomore, Age:26
ID:680, Name:Maxemiliano, Major:ABE, Enrollment:No, Year:Junior, Age:28
ID:849, Name:Marleny, Major:ECE, Enrollment:Yes, Year:Senior, Age:18
ID:914, Name:Malloree, Major:ECE, Enrollment:No, Year:Senior, Age:11
ID:795, Name:Maggie, Major:IE, Enrollment:Yes, Year:Junior, Age:17
ID:743, Name:Malaina, Major:ABE, Enrollment:No, Year:Senior, Age:14
ID:787, Name:Maire, Major:ME, Enrollment:Yes, Year:Freshman, Age:24
ID:106, Name:Maicie, Major:BME, Enrollment:No, Year:Sophomore, Age:10
ID:437, Name:Mahari, Major:BME, Enrollment:No, Year:Junior, Age:23
ID:814, Name:Mairin, Major:IE, Enrollment:No, Year:Junior, Age:19
ID:742, Name:Makailah, Major:IE, Enrollment:No, Year:Sophomore, Age:10
ID:855, Name:Maisey, Major:BME, Enrollment:Yes, Year:Sophomore, Age:14
ID:749, Name:Malachai, Major:BME, Enrollment:No, Year:Senior, Age:12
ID:688, Name:Malloree, Major:IE, Enrollment:No, Year:Freshman, Age:17
ID:24, Name:Markelle, Major:ME, Enrollment:Yes, Year:Sophomore, Age:14
ID:476, Name:Manase, Major:CS, Enrollment:Yes, Year:Junior, Age:27
ID:614, Name:Mariame, Major:IE, Enrollment:Yes, Year:Freshman, Age:19
ID:726, Name:Marylin, Major:CS, Enrollment:No, Year:Freshman, Age:16
ID:439, Name:Marybella, Major:ABE, Enrollment:Yes, Year:Junior, Age:29
ID:529, Name:Martavius, Major:IE, Enrollment:No, Year:Sophomore, Age:15
ID:360, Name:Marlye, Major:CHE, Enrollment:Yes, Year:Junior, Age:12
ID:584, Name:Mars, Major:CHE, Enrollment:No, Year:Freshman, Age:15
ID:911, Name:Massai, Major:ABE, Enrollment:No, Year:Freshman, Age:15
ID:989, Name:Marylou, Major:ECE, Enrollment:Yes, Year:Freshman, Age:23
ID:60, Name:Mithun, Major:AA, Enrollment:No, Year:Senior, Age:15
ID:748, Name:Maymunah, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:14
ID:582, Name:Miking, Major:CS, Enrollment:Yes, Year:Freshman, Age:14
ID:343, Name:Meara, Major:IE, Enrollment:Yes, Year:Freshman, Age:23
ID:589, Name:Maziya, Major:ME, Enrollment:Yes, Year:Senior, Age:28
ID:331, Name:Mihika, Major:CS, Enrollment:Yes, Year:Freshman, Age:28
ID:764, Name:Melyssa, Major:ECE, Enrollment:No, Year:Sophomore, Age:26
ID:344, Name:Mehdi, Major:AA, Enrollment:No, Year:Junior, Age:20
ID:905, Name:Micheala, Major:CS, Enrollment:Yes, Year:Freshman, Age:19
ID:973, Name:Mija, Major:CHE, Enrollment:No, Year:Sophomore, Age:13
ID:397, Name:Mila, Major:CHE, Enrollment:Yes, Year:Freshman, Age:28
ID:913, Name:Miracle, Major:CHE, Enrollment:Yes, Year:Senior, Age:21
ID:139, Name:Milliani, Major:BME, Enrollment:Yes, Year:Freshman, Age:14
ID:400, Name:Miro, Major:BME, Enrollment:Yes, Year:Freshman, Age:25
ID:34, Name:Moaad, Major:CS, Enrollment:Yes, Year:Freshman, Age:16
ID:268, Name:Mory, Major:BME, Enrollment:No, Year:Freshman, Age:22
ID:150, Name:Mysha, Major:CHE, Enrollment:Yes, Year:Freshman, Age:24
ID:931, Name:Mychael, Major:ME, Enrollment:No, Year:Senior, Age:26
ID:22, Name:Nailah, Major:CHE, Enrollment:Yes, Year:Freshman, Age:21
ID:890, Name:Nihaal, Major:CHE, Enrollment:Yes, Year:Junior, Age:22
ID:925, Name:Niccolo, Major:ECE, Enrollment:No, Year:Sophomore, Age:29
ID:927, Name:Nevaeh, Major:AA, Enrollment:Yes, Year:Junior, Age:11
ID:298, Name:Naomi, Major:BME, Enrollment:No, Year:Junior, Age:16
ID:332, Name:Nazneen, Major:ME, Enrollment:No, Year:Freshman, Age:29
ID:238, Name:Nasyr, Major:CS, Enrollment:No, Year:Junior, Age:19
ID:45, Name:Nazneen, Major:ME, Enrollment:Yes, Year:Junior, Age:10
ID:920, Name:Nathias, Major:ABE, Enrollment:Yes, Year:Freshman, Age:21
ID:373, Name:Nautica, Major:BME, Enrollment:Yes, Year:Junior, Age:25
ID:712, Name:Nicklaus, Major:CS, Enrollment:No, Year:Sophomore, Age:11
ID:73, Name:Nyla, Major:IE, Enrollment:No, Year:Freshman, Age:26
ID:349, Name:Niyah, Major:ABE, Enrollment:Yes, Year:Freshman, Age:11
ID:999, Name:Nohemy, Major:ME, Enrollment:Yes, Year:Senior, Age:24
ID:32, Name:Noe, Major:BME, Enrollment:No, Year:Senior, Age:17
ID:134, Name:Orah, Major:ME, Enrollment:No, Year:Junior, Age:15
ID:967, Name:Oakleigh, Major:ECE, Enrollment:Yes, Year:Junior, Age:12
ID:991, Name:Olivia, Major:CS, Enrollment:Yes, Year:Senior, Age:19
ID:696, Name:Ojas, Major:ABE, Enrollment:Yes, Year:Senior, Age:22
ID:661, Name:Ofelia, Major:ME, Enrollment:Yes, Year:Sophomore, Age:26
ID:280, Name:Olivier, Major:BME, Enrollment:Yes, Year:Freshman, Age:27
ID:80, Name:Olumide, Major:IE, Enrollment:Yes, Year:Sophomore, Age:16
ID:896, Name:Olyvia, Major:IE, Enrollment:Yes, Year:Sophomore, Age:16
ID:864, Name:Palin, Major:ABE, Enrollment:Yes, Year:Junior, Age:12
ID:309, Name:Oyinlola, Major:ME, Enrollment:No, Year:Freshman, Age:26
ID:253, Name:Oumar, Major:ABE, Enrollment:Yes, Year:Senior, Age:28
ID:323, Name:Osmin, Major:ABE, Enrollment:No, Year:Junior, Age:18
ID:386, Name:Oziel, Major:CHE, Enrollment:No, Year:Junior, Age:28
ID:330, Name:Padraic, Major:AA, Enrollment:No, Year:Sophomore, Age:23
ID:595, Name:Takara, Major:CS, Enrollment:Yes, Year:Freshman, Age:25
ID:908, Name:Sumir, Major:IE, Enrollment:No, Year:Senior, Age:29
ID:126, Name:Saaliha, Major:ABE, Enrollment:Yes, Year:Junior, Age:18
ID:237, Name:Rykan, Major:AA, Enrollment:Yes, Year:Senior, Age:27
ID:641, Name:Raye, Major:AA, Enrollment:No, Year:Freshman, Age:19
ID:33, Name:Praise, Major:ABE, Enrollment:Yes, Year:Senior, Age:15
ID:479, Name:Potter, Major:CS, Enrollment:Yes, Year:Freshman, Age:21
ID:647, Name:Perrie, Major:CS, Enrollment:No, Year:Sophomore, Age:23
ID:364, Name:Perla, Major:CS, Enrollment:Yes, Year:Senior, Age:25
ID:996, Name:Pavle, Major:CHE, Enrollment:Yes, Year:Senior, Age:28
ID:518, Name:Phelan, Major:AA, Enrollment:Yes, Year:Junior, Age:17
ID:770, Name:Perseus, Major:IE, Enrollment:Yes, Year:Freshman, Age:10
ID:487, Name:Pheonix, Major:IE, Enrollment:Yes, Year:Junior, Age:21
ID:619, Name:Phineas, Major:ECE, Enrollment:Yes, Year:Junior, Age:11
ID:88, Name:Piyush, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:12
ID:59, Name:Raye, Major:ECE, Enrollment:No, Year:Freshman, Age:25
ID:449, Name:Quinlan, Major:CS, Enrollment:Yes, Year:Senior, Age:21
ID:976, Name:Pritika, Major:ME, Enrollment:Yes, Year:Junior, Age:15
ID:17, Name:Raam, Major:ME, Enrollment:No, Year:Junior, Age:29
ID:902, Name:Ramirah, Major:AA, Enrollment:Yes, Year:Senior, Age:16
ID:750, Name:Rael, Major:IE, Enrollment:Yes, Year:Freshman, Age:14
ID:67, Name:Radlee, Major:ABE, Enrollment:Yes, Year:Junior, Age:23
ID:205, Name:Rayah, Major:CS, Enrollment:No, Year:Sophomore, Age:14
ID:990, Name:Rashod, Major:CS, Enrollment:Yes, Year:Sophomore, Age:17
ID:763, Name:Rehana, Major:AA, Enrollment:Yes, Year:Junior, Age:22
ID:781, Name:Reetal, Major:ECE, Enrollment:Yes, Year:Junior, Age:11
ID:922, Name:Raylynn, Major:ME, Enrollment:Yes, Year:Sophomore, Age:26
ID:578, Name:Ruhaan, Major:IE, Enrollment:Yes, Year:Freshman, Age:26
ID:960, Name:Ronal, Major:AA, Enrollment:No, Year:Freshman, Age:21
ID:38, Name:Robiya, Major:CS, Enrollment:No, Year:Junior, Age:17
ID:475, Name:Rhyanna, Major:ABE, Enrollment:Yes, Year:Senior, Age:23
ID:98, Name:Reuven, Major:CHE, Enrollment:No, Year:Senior, Age:21
ID:282, Name:Renee, Major:ABE, Enrollment:Yes, Year:Senior, Age:25
ID:793, Name:Riser, Major:CS, Enrollment:No, Year:Senior, Age:17
ID:530, Name:Rory, Major:CS, Enrollment:Yes, Year:Senior, Age:24
ID:909, Name:Roshaun, Major:CS, Enrollment:No, Year:Sophomore, Age:26
ID:281, Name:Rosalee, Major:ME, Enrollment:Yes, Year:Senior, Age:11
ID:497, Name:Rosa, Major:ABE, Enrollment:Yes, Year:Freshman, Age:20
ID:590, Name:Royal, Major:AA, Enrollment:Yes, Year:Junior, Age:10
ID:423, Name:Rumaysah, Major:BME, Enrollment:Yes, Year:Sophomore, Age:13
ID:288, Name:Ruvim, Major:CHE, Enrollment:No, Year:Sophomore, Age:24
ID:147, Name:Ryuu, Major:ABE, Enrollment:No, Year:Freshman, Age:16
ID:847, Name:Selah, Major:IE, Enrollment:No, Year:Freshman, Age:16
ID:624, Name:Savior, Major:ME, Enrollment:Yes, Year:Freshman, Age:25
ID:549, Name:Saphyra, Major:CHE, Enrollment:Yes, Year:Senior, Age:17
ID:547, Name:Samyrah, Major:ME, Enrollment:No, Year:Sophomore, Age:21
ID:221, Name:Salam, Major:IE, Enrollment:No, Year:Senior, Age:22
ID:57, Name:Sahil, Major:BME, Enrollment:No, Year:Junior, Age:24
ID:546, Name:Salaar, Major:CS, Enrollment:No, Year:Sophomore, Age:28
ID:175, Name:Samuel, Major:IE, Enrollment:Yes, Year:Junior, Age:27
ID:291, Name:Samad, Major:ABE, Enrollment:Yes, Year:Junior, Age:29
ID:379, Name:Sanii, Major:ABE, Enrollment:No, Year:Senior, Age:28
ID:711, Name:Sandro, Major:CS, Enrollment:No, Year:Sophomore, Age:17
ID:982, Name:Sandra, Major:ME, Enrollment:Yes, Year:Freshman, Age:13
ID:882, Name:Sarya, Major:ME, Enrollment:No, Year:Freshman, Age:25
ID:470, Name:Scarlettrose, Major:CS, Enrollment:Yes, Year:Freshman, Age:25
ID:765, Name:Savva, Major:BME, Enrollment:Yes, Year:Senior, Age:17
ID:607, Name:Shamel, Major:ABE, Enrollment:No, Year:Freshman, Age:24
ID:980, Name:Seydina, Major:IE, Enrollment:Yes, Year:Senior, Age:11
ID:72, Name:Shaheed, Major:AA, Enrollment:Yes, Year:Junior, Age:11
ID:307, Name:Sherod, Major:BME, Enrollment:Yes, Year:Senior, Age:22
ID:258, Name:Shaymus, Major:ME, Enrollment:Yes, Year:Sophomore, Age:22
ID:420, Name:Shuaib, Major:CS, Enrollment:Yes, Year:Freshman, Age:14
ID:672, Name:Sukayna, Major:IE, Enrollment:Yes, Year:Junior, Age:22
ID:218, Name:Skyelyn, Major:IE, Enrollment:Yes, Year:Junior, Age:10
ID:761, Name:Shy, Major:ME, Enrollment:No, Year:Senior, Age:24
ID:173, Name:Sidnee, Major:ECE, Enrollment:Yes, Year:Junior, Age:26
ID:69, Name:Sindy, Major:ECE, Enrollment:No, Year:Sophomore, Age:23
ID:830, Name:Sofija, Major:AA, Enrollment:Yes, Year:Junior, Age:10
ID:492, Name:Stirling, Major:CS, Enrollment:Yes, Year:Sophomore, Age:29
ID:850, Name:Stefano, Major:AA, Enrollment:No, Year:Senior, Age:17
ID:548, Name:Srihan, Major:IE, Enrollment:No, Year:Junior, Age:16
ID:574, Name:Stanley, Major:ECE, Enrollment:No, Year:Freshman, Age:10
ID:333, Name:Srishti, Major:AA, Enrollment:No, Year:Senior, Age:28
ID:310, Name:Sunday, Major:IE, Enrollment:No, Year:Junior, Age:10
ID:559, Name:Taiki, Major:BME, Enrollment:Yes, Year:Senior, Age:11
ID:597, Name:Syion, Major:AA, Enrollment:No, Year:Junior, Age:29
ID:271, Name:Tafari, Major:AA, Enrollment:Yes, Year:Freshman, Age:26
ID:213, Name:Vail, Major:ME, Enrollment:Yes, Year:Junior, Age:14
ID:947, Name:Tali, Major:CHE, Enrollment:No, Year:Senior, Age:26
ID:906, Name:Tyion, Major:IE, Enrollment:No, Year:Freshman, Age:14
ID:392, Name:Tenzin, Major:BME, Enrollment:Yes, Year:Sophomore, Age:27
ID:561, Name:Tenaya, Major:ECE, Enrollment:Yes, Year:Freshman, Age:28
ID:404, Name:Tamarah, Major:AA, Enrollment:Yes, Year:Freshman, Age:10
ID:620, Name:Tanish, Major:BME, Enrollment:No, Year:Freshman, Age:26
ID:266, Name:Tatum, Major:ECE, Enrollment:Yes, Year:Senior, Age:17
ID:809, Name:Tayshaun, Major:ME, Enrollment:Yes, Year:Sophomore, Age:27
ID:842, Name:Tayem, Major:CS, Enrollment:Yes, Year:Senior, Age:10
ID:747, Name:Treyton, Major:ME, Enrollment:Yes, Year:Freshman, Age:11
ID:635, Name:Terrick, Major:ME, Enrollment:Yes, Year:Freshman, Age:16
ID:77, Name:Tina, Major:ECE, Enrollment:Yes, Year:Senior, Age:23
ID:699, Name:Tiare, Major:ECE, Enrollment:Yes, Year:Freshman, Age:28
ID:393, Name:Thiago, Major:ABE, Enrollment:No, Year:Junior, Age:27
ID:433, Name:Tobyas, Major:BME, Enrollment:No, Year:Junior, Age:23
ID:895, Name:Trevathan, Major:ME, Enrollment:Yes, Year:Senior, Age:26
ID:445, Name:Trance, Major:IE, Enrollment:Yes, Year:Junior, Age:16
ID:305, Name:Ty, Major:ME, Enrollment:No, Year:Senior, Age:14
ID:229, Name:Umi, Major:BME, Enrollment:Yes, Year:Senior, Age:10
ID:885, Name:Tyreese, Major:AA, Enrollment:Yes, Year:Sophomore, Age:12
ID:97, Name:Tyreik, Major:ABE, Enrollment:No, Year:Freshman, Age:17
ID:299, Name:Ummehani, Major:ABE, Enrollment:Yes, Year:Junior, Age:20
ID:739, Name:Vail, Major:CS, Enrollment:No, Year:Freshman, Age:10
ID:670, Name:Vadim, Major:CHE, Enrollment:Yes, Year:Senior, Age:12
ID:23, Name:Wilkin, Major:CS, Enrollment:Yes, Year:Sophomore, Age:24
ID:394, Name:Vanden, Major:IE, Enrollment:Yes, Year:Sophomore, Age:12
ID:357, Name:Weslee, Major:CS, Enrollment:Yes, Year:Senior, Age:16
ID:684, Name:Vanya, Major:AA, Enrollment:Yes, Year:Senior, Age:11
ID:129, Name:Vernell, Major:ECE, Enrollment:No, Year:Senior, Age:17
ID:219, Name:Vasili, Major:AA, Enrollment:Yes, Year:Junior, Age:13
ID:351, Name:Zaniyah, Major:BME, Enrollment:Yes, Year:Junior, Age:10
ID:725, Name:Yordan, Major:CS, Enrollment:No, Year:Sophomore, Age:11
ID:632, Name:Xania, Major:IE, Enrollment:No, Year:Freshman, Age:10
ID:337, Name:Winta, Major:CHE, Enrollment:No, Year:Freshman, Age:24
ID:363, Name:Yaziel, Major:CS, Enrollment:No, Year:Junior, Age:24
ID:669, Name:Yarlin, Major:IE, Enrollment:Yes, Year:Junior, Age:17
ID:71, Name:Xya, Major:CS, Enrollment:No, Year:Junior, Age:25
ID:395, Name:Yaneliz, Major:AA, Enrollment:Yes, Year:Junior, Age:25
ID:54, Name:Yadelin, Major:IE, Enrollment:No, Year:Sophomore, Age:20
ID:500, Name:Yeilani, Major:BME, Enrollment:Yes, Year:Senior, Age:25
ID:566, Name:Yonis, Major:CS, Enrollment:No, Year:Freshman, Age:15
ID:633, Name:Yogi, Major:CS, Enrollment:Yes, Year:Freshman, Age:28
ID:164, Name:Yoseph, Major:BME, Enrollment:No, Year:Sophomore, Age:15
ID:827, Name:Yoyo, Major:ECE, Enrollment:Yes, Year:Freshman, Age:22
ID:507, Name:Yulani, Major:AA, Enrollment:No, Year:Senior, Age:29
ID:5, Name:Yusufbek, Major:AA, Enrollment:Yes, Year:Senior, Age:16
ID:806, Name:Zaliah, Major:ABE, Enrollment:Yes, Year:Freshman, Age:12
ID:87, Name:Zalayah, Major:IE, Enrollment:Yes, Year:Junior, Age:19
ID:869, Name:Zailynn, Major:ECE, Enrollment:Yes, Year:Senior, Age:11
ID:25, Name:Zacari, Major:BME, Enrollment:No, Year:Senior, Age:13
ID:385, Name:Zamina, Major:ECE, Enrollment:Yes, Year:Freshman, Age:23
ID:260, Name:Zandaya, Major:AA, Enrollment:Yes, Year:Junior, Age:14
ID:736, Name:Zola, Major:CS, Enrollment:No, Year:Freshman, Age:23
ID:187, Name:Zoha, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:12
ID:883, Name:Zhayden, Major:CS, Enrollment:Yes, Year:Sophomore, Age:12
ID:932, Name:Zenith, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:26
ID:598, Name:Zyren, Major:BME, Enrollment:Yes, Year:Junior, Age:22
ID:209, Name:Zosia, Major:ME, Enrollment:No, Year:Freshman, Age:24
ID:105, Name:Zyan, Major:AA, Enrollment:Yes, Year:Sophomore, Age:17
Write to db
