ID:690, Name:Atreyu, Major:ME, Enrollment:Yes, Year:Junior, Age:16
ID:264, Name:Seven, Major:IE, Enrollment:Yes, Year:Freshman, Age:26
ID:271, Name:Hale, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:26
ID:687, Name:Imaan, Major:CHE, Enrollment:Yes, Year:Senior, Age:27
ID:32, Name:Leniya, Major:CHE, Enrollment:No, Year:Senior, Age:27
ID:577, Name:Amolika, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:28
ID:414, Name:Payson, Major:BME, Enrollment:No, Year:Sophomore, Age:27
ID:189, Name:Nelani, Major:ME, Enrollment:Yes, Year:Sophomore, Age:27
ID:487, Name:Spirit, Major:ME, Enrollment:No, Year:Freshman, Age:27
ID:176, Name:Maxamillian, Major:ABE, Enrollment:Yes, Year:Freshman, Age:27
ID:497, Name:Alanis, Major:CHE, Enrollment:Yes, Year:Junior, Age:27
ID:168, Name:Rhegan, Major:ME, Enrollment:Yes, Year:Freshman, Age:27
ID:89, Name:Omi, Major:BME, Enrollment:No, Year:Freshman, Age:27
ID:282, Name:Adriel, Major:ABE, Enrollment:Yes, Year:Senior, Age:27
ID:318, Name:Rheanne, Major:CHE, Enrollment:Yes, Year:Freshman, Age:27
ID:154, Name:Corena, Major:CHE, Enrollment:Yes, Year:Senior, Age:27
ID:393, Name:Josefine, Major:ECE, Enrollment:No, Year:Sophomore, Age:27
ID:437, Name:Mordecai, Major:CS, Enrollment:Yes, Year:Junior, Age:27
ID:456, Name:Cameron, Major:ME, Enrollment:No, Year:Senior, Age:27
ID:164, Name:Dalaysa, Major:CS, Enrollment:Yes, Year:Freshman, Age:27
ID:85, Name:Nickson, Major:ABE, Enrollment:No, Year:Junior, Age:27
ID:531, Name:Dayln, Major:IE, Enrollment:No, Year:Freshman, Age:27
ID:544, Name:Xayla, Major:AA, Enrollment:No, Year:Senior, Age:27
ID:237, Name:Sayeeda, Major:AA, Enrollment:No, Year:Senior, Age:27
ID:545, Name:Maiana, Major:IE, Enrollment:Yes, Year:Sophomore, Age:27
ID:304, Name:Shevy, Major:BME, Enrollment:No, Year:Senior, Age:28
ID:267, Name:Amatullah, Major:CS, Enrollment:No, Year:Senior, Age:27
ID:258, Name:Kendra, Major:ECE, Enrollment:Yes, Year:Junior, Age:27
ID:412, Name:Evann, Major:ECE, Enrollment:No, Year:Sophomore, Age:28
ID:401, Name:Jun, Major:CS, Enrollment:Yes, Year:Sophomore, Age:28
ID:230, Name:Reva, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:28
ID:638, Name:Shahmir, Major:IE, Enrollment:Yes, Year:Freshman, Age:28
ID:268, Name:Graiden, Major:CHE, Enrollment:Yes, Year:Freshman, Age:28
ID:234, Name:Alanzo, Major:CHE, Enrollment:Yes, Year:Junior, Age:28
ID:330, Name:Arpi, Major:ECE, Enrollment:No, Year:Freshman, Age:28
ID:250, Name:Kaesen, Major:AA, Enrollment:Yes, Year:Freshman, Age:28
ID:336, Name:Masie, Major:BME, Enrollment:Yes, Year:Senior, Age:28
ID:126, Name:Nouri, Major:IE, Enrollment:Yes, Year:Sophomore, Age:28
ID:453, Name:Winslow, Major:AA, Enrollment:No, Year:Freshman, Age:28
ID:506, Name:Alexandru, Major:ME, Enrollment:No, Year:Junior, Age:28
ID:477, Name:Hendric, Major:IE, Enrollment:No, Year:Senior, Age:28
ID:460, Name:Piyush, Major:AA, Enrollment:No, Year:Senior, Age:28
ID:83, Name:Taj, Major:ME, Enrollment:Yes, Year:Sophomore, Age:28
ID:581, Name:Jaylany, Major:ABE, Enrollment:No, Year:Junior, Age:28
ID:71, Name:Gracieann, Major:AA, Enrollment:Yes, Year:Senior, Age:28
ID:151, Name:Shota, Major:AA, Enrollment:No, Year:Freshman, Age:29
ID:503, Name:Eyanna, Major:AA, Enrollment:Yes, Year:Senior, Age:29
ID:111, Name:Terri, Major:ECE, Enrollment:No, Year:Sophomore, Age:28
ID:104, Name:Jocelyne, Major:CHE, Enrollment:Yes, Year:Senior, Age:28
ID:429, Name:Anees, Major:AA, Enrollment:No, Year:Junior, Age:28
ID:110, Name:Edyn, Major:ECE, Enrollment:Yes, Year:Junior, Age:29
ID:398, Name:Gracee, Major:ME, Enrollment:No, Year:Sophomore, Age:29
ID:519, Name:Jaysion, Major:BME, Enrollment:No, Year:Sophomore, Age:29
ID:514, Name:Jonahs, Major:ABE, Enrollment:Yes, Year:Junior, Age:29
ID:41, Name:Jerry, Major:CHE, Enrollment:Yes, Year:Freshman, Age:29
ID:684, Name:Zandaya, Major:ABE, Enrollment:No, Year:Junior, Age:29
ID:65, Name:Biviana, Major:ABE, Enrollment:No, Year:Junior, Age:29
ID:233, Name:Loyaltee, Major:IE, Enrollment:Yes, Year:Junior, Age:29
ID:73, Name:Ritvi, Major:ME, Enrollment:Yes, Year:Junior, Age:29
ID:528, Name:Kahleesi, Major:AA, Enrollment:No, Year:Senior, Age:29
ID:604, Name:Kashley, Major:CHE, Enrollment:No, Year:Senior, Age:29
ID:325, Name:Amarion, Major:ECE, Enrollment:Yes, Year:Senior, Age:29
ID:329, Name:Alesana, Major:CS, Enrollment:No, Year:Senior, Age:29
ID:653, Name:Nezar, Major:CHE, Enrollment:No, Year:Senior, Age:29
ID:18, Name:Roxana, Major:ECE, Enrollment:No, Year:Junior, Age:29
ID:462, Name:Fordham, Major:ABE, Enrollment:No, Year:Senior, Age:29
ID:343, Name:Tahiya, Major:BME, Enrollment:No, Year:Junior, Age:29
ID:450, Name:Xariah, Major:BME, Enrollment:Yes, Year:Junior, Age:29
ID:135, Name:Coraline, Major:ABE, Enrollment:Yes, Year:Junior, Age:29
ID:313, Name:Kennedy, Major:ME, Enrollment:Yes, Year:Freshman, Age:29
ID:491, Name:Dru, Major:ECE, Enrollment:No, Year:Junior, Age:29
ID:12, Name:Giabella, Major:CHE, Enrollment:Yes, Year:Junior, Age:29
ID:315, Name:Raynah, Major:ME, Enrollment:Yes, Year:Senior, Age:29
ID:92, Name:Kyrei, Major:CHE, Enrollment:Yes, Year:Freshman, Age:29
Write to db
