ID:494, Name:Aliyan, Major:ECE, Enrollment:No, Year:Sophomore, Age:10
ID:202, Name:Rileyanne, Major:CHE, Enrollment:Yes, Year:Senior, Age:21
ID:390, Name:Brenton, Major:CHE, Enrollment:No, Year:Sophomore, Age:21
ID:288, Name:Hrihaan, Major:AA, Enrollment:Yes, Year:Senior, Age:21
ID:407, Name:Era, Major:ECE, Enrollment:Yes, Year:Senior, Age:21
ID:136, Name:Duncan, Major:ECE, Enrollment:Yes, Year:Freshman, Age:21
ID:409, Name:Pasleigh, Major:CHE, Enrollment:No, Year:Sophomore, Age:21
ID:523, Name:Blossom, Major:ECE, Enrollment:Yes, Year:Junior, Age:21
ID:253, Name:Justo, Major:ME, Enrollment:No, Year:Sophomore, Age:21
ID:179, Name:Karlie, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:21
ID:451, Name:Gracilynn, Major:BME, Enrollment:No, Year:Junior, Age:21
ID:471, Name:Arcangel, Major:CHE, Enrollment:Yes, Year:Freshman, Age:21
ID:251, Name:Kacee, Major:IE, Enrollment:Yes, Year:Junior, Age:21
ID:255, Name:Adiel, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:21
ID:260, Name:Ula, Major:BME, Enrollment:Yes, Year:Sophomore, Age:21
ID:475, Name:Amane, Major:ABE, Enrollment:No, Year:Senior, Age:21
ID:258, Name:Yadira, Major:ECE, Enrollment:No, Year:Senior, Age:21
ID:201, Name:Rosemary, Major:BME, Enrollment:Yes, Year:Freshman, Age:21
ID:257, Name:Mohsen, Major:ME, Enrollment:No, Year:Freshman, Age:21
ID:400, Name:Averi, Major:ABE, Enrollment:No, Year:Sophomore, Age:21
ID:90, Name:Auron, Major:BME, Enrollment:No, Year:Sophomore, Age:21
ID:614, Name:Kamaree, Major:CHE, Enrollment:Yes, Year:Senior, Age:21
ID:78, Name:Makalyn, Major:IE, Enrollment:Yes, Year:Senior, Age:21
ID:32, Name:Madicyn, Major:BME, Enrollment:No, Year:Junior, Age:21
ID:93, Name:Hadassa, Major:BME, Enrollment:No, Year:Sophomore, Age:21
ID:69, Name:Eashan, Major:ME, Enrollment:Yes, Year:Senior, Age:21
ID:77, Name:Shivanya, Major:CHE, Enrollment:No, Year:Sophomore, Age:21
ID:342, Name:Solyana, Major:AA, Enrollment:No, Year:Junior, Age:21
ID:615, Name:Azani, Major:ABE, Enrollment:No, Year:Freshman, Age:21
ID:10, Name:Kaled, Major:AA, Enrollment:No, Year:Senior, Age:21
ID:3, Name:Jazalyn, Major:IE, Enrollment:No, Year:Senior, Age:21
ID:2, Name:Tanyia, Major:ME, Enrollment:Yes, Year:Senior, Age:21
ID:547, Name:Terrel, Major:ME, Enrollment:Yes, Year:Sophomore, Age:21
ID:543, Name:Astin, Major:ME, Enrollment:No, Year:Senior, Age:21
ID:109, Name:Niguel, Major:CHE, Enrollment:Yes, Year:Junior, Age:21
ID:20, Name:Taylor, Major:ECE, Enrollment:Yes, Year:Freshman, Age:21
ID:555, Name:Nataya, Major:CHE, Enrollment:No, Year:Sophomore, Age:21
ID:350, Name:Ashlen, Major:CS, Enrollment:Yes, Year:Senior, Age:21
ID:323, Name:Kiandra, Major:ECE, Enrollment:No, Year:Freshman, Age:21
ID:193, Name:Amairah, Major:ECE, Enrollment:No, Year:Junior, Age:22
ID:453, Name:Christopherjame, Major:BME, Enrollment:Yes, Year:Senior, Age:22
ID:189, Name:Elenah, Major:CHE, Enrollment:No, Year:Sophomore, Age:22
ID:5, Name:Brayden, Major:CS, Enrollment:Yes, Year:Senior, Age:22
ID:424, Name:Geremy, Major:BME, Enrollment:No, Year:Senior, Age:22
ID:403, Name:Braydn, Major:ABE, Enrollment:No, Year:Senior, Age:22
ID:7, Name:Miasia, Major:ABE, Enrollment:Yes, Year:Senior, Age:22
ID:430, Name:Tarryn, Major:ME, Enrollment:No, Year:Freshman, Age:22
ID:217, Name:Addlynn, Major:AA, Enrollment:Yes, Year:Freshman, Age:22
ID:532, Name:Lorelei, Major:AA, Enrollment:Yes, Year:Junior, Age:22
ID:504, Name:Hermann, Major:ABE, Enrollment:No, Year:Senior, Age:22
ID:509, Name:Alekai, Major:CHE, Enrollment:Yes, Year:Senior, Age:22
ID:502, Name:Mikalyn, Major:CS, Enrollment:Yes, Year:Senior, Age:22
ID:496, Name:Kaicen, Major:ME, Enrollment:No, Year:Freshman, Age:22
ID:122, Name:Annabeth, Major:BME, Enrollment:Yes, Year:Freshman, Age:22
ID:135, Name:Kaiyu, Major:CHE, Enrollment:No, Year:Junior, Age:22
ID:545, Name:Shariah, Major:ECE, Enrollment:Yes, Year:Freshman, Age:22
ID:608, Name:Payden, Major:ECE, Enrollment:No, Year:Freshman, Age:22
ID:606, Name:Advaith, Major:ABE, Enrollment:No, Year:Junior, Age:22
ID:42, Name:Rishita, Major:BME, Enrollment:Yes, Year:Junior, Age:22
ID:182, Name:Maham, Major:ME, Enrollment:No, Year:Sophomore, Age:22
ID:161, Name:Leea, Major:ABE, Enrollment:Yes, Year:Junior, Age:22
ID:482, Name:Dayvian, Major:ME, Enrollment:Yes, Year:Senior, Age:22
ID:592, Name:Ryaan, Major:AA, Enrollment:No, Year:Junior, Age:22
ID:584, Name:Evalyse, Major:ABE, Enrollment:No, Year:Junior, Age:22
ID:320, Name:Marykathryn, Major:ECE, Enrollment:No, Year:Freshman, Age:22
ID:348, Name:Ayriana, Major:ECE, Enrollment:No, Year:Senior, Age:22
ID:365, Name:Leen, Major:IE, Enrollment:Yes, Year:Freshman, Age:22
ID:295, Name:Keilly, Major:IE, Enrollment:No, Year:Sophomore, Age:22
ID:366, Name:Jesslyn, Major:BME, Enrollment:No, Year:Freshman, Age:22
ID:360, Name:Rhiya, Major:ABE, Enrollment:Yes, Year:Junior, Age:22
ID:356, Name:Lorea, Major:AA, Enrollment:Yes, Year:Sophomore, Age:22
ID:333, Name:Jorja, Major:CS, Enrollment:Yes, Year:Senior, Age:22
ID:252, Name:Nainoa, Major:ABE, Enrollment:No, Year:Freshman, Age:22
ID:281, Name:Preslie, Major:ABE, Enrollment:Yes, Year:Junior, Age:22
ID:298, Name:Thaxton, Major:ME, Enrollment:Yes, Year:Senior, Age:22
ID:167, Name:Nevan, Major:ECE, Enrollment:No, Year:Junior, Age:23
ID:506, Name:Baylon, Major:ABE, Enrollment:Yes, Year:Junior, Age:23
ID:187, Name:Perel, Major:ECE, Enrollment:No, Year:Freshman, Age:23
ID:375, Name:Brinly, Major:BME, Enrollment:No, Year:Senior, Age:23
ID:373, Name:Rosendo, Major:ABE, Enrollment:Yes, Year:Junior, Age:23
ID:309, Name:Kaylem, Major:AA, Enrollment:No, Year:Junior, Age:23
ID:477, Name:Ioannis, Major:ECE, Enrollment:No, Year:Freshman, Age:23
ID:607, Name:Avani, Major:IE, Enrollment:Yes, Year:Senior, Age:23
ID:550, Name:Katielynn, Major:CHE, Enrollment:No, Year:Freshman, Age:23
ID:94, Name:Parker, Major:ME, Enrollment:Yes, Year:Sophomore, Age:23
ID:546, Name:Ruger, Major:AA, Enrollment:Yes, Year:Sophomore, Age:23
ID:300, Name:Lavern, Major:BME, Enrollment:Yes, Year:Junior, Age:23
ID:89, Name:Camrynn, Major:ABE, Enrollment:No, Year:Senior, Age:23
ID:521, Name:Kailoni, Major:CHE, Enrollment:No, Year:Sophomore, Age:23
ID:126, Name:Iyali, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:23
ID:117, Name:Zalayah, Major:AA, Enrollment:No, Year:Junior, Age:23
ID:580, Name:Jaeleigh, Major:CS, Enrollment:No, Year:Sophomore, Age:23
ID:355, Name:Allina, Major:IE, Enrollment:No, Year:Senior, Age:23
ID:343, Name:Alexiah, Major:CHE, Enrollment:No, Year:Sophomore, Age:23
ID:423, Name:Amyah, Major:AA, Enrollment:No, Year:Senior, Age:23
ID:327, Name:Chase, Major:AA, Enrollment:Yes, Year:Freshman, Age:23
ID:231, Name:Rhia, Major:AA, Enrollment:No, Year:Senior, Age:23
ID:402, Name:Rhylen, Major:CS, Enrollment:No, Year:Senior, Age:23
ID:489, Name:Ziaire, Major:AA, Enrollment:No, Year:Sophomore, Age:24
ID:488, Name:Yaritzy, Major:AA, Enrollment:Yes, Year:Freshman, Age:24
ID:585, Name:Zeda, Major:ECE, Enrollment:No, Year:Sophomore, Age:24
ID:481, Name:Andrzej, Major:CHE, Enrollment:No, Year:Sophomore, Age:24
ID:162, Name:Gwenith, Major:IE, Enrollment:Yes, Year:Freshman, Age:24
ID:243, Name:Jameela, Major:IE, Enrollment:Yes, Year:Senior, Age:24
ID:625, Name:Baneen, Major:CHE, Enrollment:Yes, Year:Senior, Age:24
ID:310, Name:Dea, Major:AA, Enrollment:No, Year:Sophomore, Age:24
ID:232, Name:Andersyn, Major:CS, Enrollment:No, Year:Senior, Age:24
ID:289, Name:Graham, Major:IE, Enrollment:No, Year:Sophomore, Age:24
ID:557, Name:Maisen, Major:ABE, Enrollment:No, Year:Junior, Age:24
ID:308, Name:Earl, Major:CHE, Enrollment:Yes, Year:Freshman, Age:24
ID:274, Name:Kastyn, Major:ABE, Enrollment:No, Year:Sophomore, Age:24
ID:6, Name:Rafferty, Major:ME, Enrollment:No, Year:Freshman, Age:24
ID:141, Name:Malakye, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:24
ID:512, Name:Lili, Major:CS, Enrollment:Yes, Year:Senior, Age:24
ID:265, Name:Sruthi, Major:CS, Enrollment:Yes, Year:Senior, Age:24
ID:159, Name:Sir, Major:ME, Enrollment:Yes, Year:Sophomore, Age:24
ID:499, Name:Orah, Major:CS, Enrollment:Yes, Year:Freshman, Age:24
ID:596, Name:Aamiya, Major:ABE, Enrollment:Yes, Year:Freshman, Age:24
ID:53, Name:Jenicka, Major:ECE, Enrollment:No, Year:Senior, Age:24
ID:413, Name:Liesl, Major:CS, Enrollment:Yes, Year:Senior, Age:24
ID:139, Name:Dominic, Major:ABE, Enrollment:Yes, Year:Freshman, Age:24
ID:332, Name:Kendrys, Major:CS, Enrollment:Yes, Year:Junior, Age:24
ID:85, Name:Brennen, Major:BME, Enrollment:Yes, Year:Senior, Age:24
ID:213, Name:Alise, Major:BME, Enrollment:No, Year:Sophomore, Age:24
ID:314, Name:Percival, Major:ABE, Enrollment:No, Year:Sophomore, Age:24
ID:204, Name:Zantiago, Major:AA, Enrollment:No, Year:Senior, Age:24
ID:246, Name:Emiliya, Major:ME, Enrollment:Yes, Year:Freshman, Age:24
ID:440, Name:Aviella, Major:IE, Enrollment:No, Year:Junior, Age:24
ID:570, Name:Angie, Major:BME, Enrollment:Yes, Year:Sophomore, Age:24
ID:405, Name:Nunzio, Major:IE, Enrollment:No, Year:Junior, Age:24
ID:519, Name:Orland, Major:ME, Enrollment:Yes, Year:Sophomore, Age:25
ID:190, Name:Janan, Major:IE, Enrollment:No, Year:Junior, Age:25
ID:493, Name:Aviraaj, Major:CHE, Enrollment:Yes, Year:Freshman, Age:25
ID:492, Name:Nazaire, Major:ME, Enrollment:Yes, Year:Senior, Age:25
ID:56, Name:Kostas, Major:ECE, Enrollment:Yes, Year:Freshman, Age:25
ID:598, Name:Amilliana, Major:BME, Enrollment:Yes, Year:Junior, Age:25
ID:51, Name:Maleiah, Major:BME, Enrollment:No, Year:Freshman, Age:25
ID:168, Name:Yanessa, Major:ME, Enrollment:Yes, Year:Senior, Age:25
ID:169, Name:Emelyn, Major:IE, Enrollment:Yes, Year:Sophomore, Age:25
ID:459, Name:Ovi, Major:BME, Enrollment:No, Year:Sophomore, Age:25
ID:564, Name:Josie, Major:IE, Enrollment:No, Year:Junior, Age:25
ID:316, Name:Zaara, Major:ME, Enrollment:No, Year:Senior, Age:25
ID:305, Name:Jerzy, Major:ECE, Enrollment:No, Year:Freshman, Age:25
ID:495, Name:Tyriq, Major:ME, Enrollment:No, Year:Senior, Age:25
ID:417, Name:Shray, Major:CHE, Enrollment:No, Year:Freshman, Age:25
ID:160, Name:Therron, Major:BME, Enrollment:Yes, Year:Senior, Age:25
ID:441, Name:Rhyan, Major:CS, Enrollment:No, Year:Freshman, Age:25
ID:203, Name:Sylas, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:25
ID:195, Name:Dmya, Major:ECE, Enrollment:No, Year:Freshman, Age:25
ID:397, Name:Grayden, Major:ME, Enrollment:Yes, Year:Sophomore, Age:25
ID:248, Name:Demetrice, Major:AA, Enrollment:No, Year:Senior, Age:25
ID:351, Name:Yulisa, Major:CS, Enrollment:Yes, Year:Senior, Age:25
ID:196, Name:Shamar, Major:BME, Enrollment:Yes, Year:Junior, Age:25
ID:516, Name:Yareni, Major:ME, Enrollment:Yes, Year:Freshman, Age:25
ID:466, Name:Nirvi, Major:IE, Enrollment:Yes, Year:Sophomore, Age:25
ID:549, Name:Favor, Major:ECE, Enrollment:Yes, Year:Junior, Age:25
ID:469, Name:Isreal, Major:ME, Enrollment:No, Year:Sophomore, Age:25
ID:379, Name:Jermaine, Major:IE, Enrollment:No, Year:Freshman, Age:25
ID:447, Name:Salah, Major:IE, Enrollment:No, Year:Freshman, Age:25
ID:454, Name:Zeven, Major:AA, Enrollment:No, Year:Freshman, Age:25
ID:448, Name:Eastlynn, Major:ABE, Enrollment:Yes, Year:Freshman, Age:25
ID:479, Name:Ilynn, Major:BME, Enrollment:No, Year:Sophomore, Age:25
ID:583, Name:Jemal, Major:IE, Enrollment:Yes, Year:Junior, Age:25
ID:186, Name:Strickland, Major:IE, Enrollment:Yes, Year:Sophomore, Age:25
ID:57, Name:Cashton, Major:AA, Enrollment:No, Year:Senior, Age:25
ID:476, Name:Jed, Major:CS, Enrollment:No, Year:Junior, Age:25
ID:540, Name:Aurelio, Major:BME, Enrollment:No, Year:Junior, Age:25
ID:226, Name:Willem, Major:ECE, Enrollment:Yes, Year:Senior, Age:26
ID:302, Name:Aishah, Major:BME, Enrollment:Yes, Year:Junior, Age:26
ID:277, Name:Astraeus, Major:CHE, Enrollment:No, Year:Freshman, Age:26
ID:81, Name:Kamar, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:26
ID:96, Name:Makiah, Major:CHE, Enrollment:Yes, Year:Senior, Age:26
ID:534, Name:Kenyatta, Major:BME, Enrollment:No, Year:Junior, Age:26
ID:58, Name:Elye, Major:ME, Enrollment:Yes, Year:Sophomore, Age:26
ID:296, Name:Phong, Major:ME, Enrollment:Yes, Year:Senior, Age:26
ID:101, Name:Jurney, Major:BME, Enrollment:Yes, Year:Sophomore, Age:26
ID:131, Name:Kelcey, Major:CHE, Enrollment:Yes, Year:Freshman, Age:26
ID:73, Name:Malacai, Major:AA, Enrollment:No, Year:Sophomore, Age:26
ID:399, Name:Eryn, Major:AA, Enrollment:Yes, Year:Sophomore, Age:26
ID:531, Name:Raelinn, Major:ME, Enrollment:No, Year:Senior, Age:26
ID:317, Name:Damyiah, Major:IE, Enrollment:Yes, Year:Freshman, Age:26
ID:244, Name:Elianys, Major:CS, Enrollment:Yes, Year:Junior, Age:26
ID:609, Name:Zoelle, Major:CHE, Enrollment:Yes, Year:Freshman, Age:26
ID:444, Name:Abril, Major:AA, Enrollment:Yes, Year:Junior, Age:26
ID:219, Name:Jason, Major:ABE, Enrollment:No, Year:Sophomore, Age:26
ID:24, Name:Emerson, Major:BME, Enrollment:Yes, Year:Sophomore, Age:26
ID:163, Name:Debbie, Major:ECE, Enrollment:No, Year:Senior, Age:26
ID:156, Name:Yanely, Major:IE, Enrollment:Yes, Year:Junior, Age:26
ID:218, Name:Caniya, Major:CHE, Enrollment:No, Year:Senior, Age:26
ID:478, Name:Alexandrea, Major:ABE, Enrollment:Yes, Year:Freshman, Age:26
ID:249, Name:Secret, Major:ABE, Enrollment:No, Year:Senior, Age:26
ID:457, Name:Paislei, Major:ABE, Enrollment:Yes, Year:Junior, Age:26
ID:374, Name:Avy, Major:BME, Enrollment:Yes, Year:Junior, Age:26
ID:382, Name:Antwon, Major:BME, Enrollment:Yes, Year:Sophomore, Age:26
ID:337, Name:Amoni, Major:IE, Enrollment:No, Year:Senior, Age:26
ID:210, Name:Tamsin, Major:ABE, Enrollment:Yes, Year:Junior, Age:26
ID:214, Name:Oniyah, Major:CHE, Enrollment:No, Year:Senior, Age:26
ID:510, Name:Augustine, Major:AA, Enrollment:Yes, Year:Junior, Age:26
ID:368, Name:Jakiah, Major:CHE, Enrollment:Yes, Year:Junior, Age:26
ID:601, Name:Zaylee, Major:BME, Enrollment:No, Year:Sophomore, Age:26
ID:256, Name:Milanee, Major:ABE, Enrollment:No, Year:Sophomore, Age:26
ID:419, Name:Kellie, Major:AA, Enrollment:Yes, Year:Junior, Age:26
ID:31, Name:Brenner, Major:CHE, Enrollment:No, Year:Sophomore, Age:26
ID:398, Name:Camerin, Major:ECE, Enrollment:No, Year:Senior, Age:27
ID:553, Name:Breken, Major:ME, Enrollment:Yes, Year:Senior, Age:27
ID:381, Name:Tasmia, Major:BME, Enrollment:No, Year:Junior, Age:27
ID:206, Name:Shyloh, Major:CS, Enrollment:Yes, Year:Sophomore, Age:27
ID:87, Name:Eduardo, Major:AA, Enrollment:Yes, Year:Sophomore, Age:27
ID:331, Name:Meiko, Major:CHE, Enrollment:Yes, Year:Freshman, Age:27
ID:191, Name:Adolphus, Major:ABE, Enrollment:Yes, Year:Junior, Age:27
ID:560, Name:Kaiah, Major:ME, Enrollment:Yes, Year:Senior, Age:27
ID:70, Name:Eland, Major:AA, Enrollment:No, Year:Sophomore, Age:27
ID:439, Name:Dashly, Major:CHE, Enrollment:No, Year:Sophomore, Age:27
ID:514, Name:Severine, Major:CS, Enrollment:No, Year:Senior, Age:27
ID:240, Name:Reilly, Major:AA, Enrollment:Yes, Year:Sophomore, Age:27
ID:264, Name:Colman, Major:CHE, Enrollment:No, Year:Freshman, Age:27
ID:114, Name:Greylan, Major:ECE, Enrollment:Yes, Year:Junior, Age:27
ID:221, Name:Ammie, Major:IE, Enrollment:No, Year:Junior, Age:27
ID:133, Name:Wylie, Major:ECE, Enrollment:No, Year:Senior, Age:27
ID:40, Name:Kobey, Major:AA, Enrollment:No, Year:Freshman, Age:27
ID:225, Name:Adelie, Major:IE, Enrollment:No, Year:Freshman, Age:27
ID:100, Name:Ijeoma, Major:BME, Enrollment:Yes, Year:Sophomore, Age:27
ID:108, Name:Amran, Major:ECE, Enrollment:Yes, Year:Freshman, Age:27
ID:112, Name:Soliyana, Major:ECE, Enrollment:Yes, Year:Junior, Age:27
ID:12, Name:Dillon, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:27
ID:536, Name:Braylan, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:27
ID:68, Name:Junyu, Major:IE, Enrollment:Yes, Year:Senior, Age:28
ID:613, Name:Diamond, Major:BME, Enrollment:No, Year:Senior, Age:28
ID:326, Name:Bradlie, Major:AA, Enrollment:Yes, Year:Junior, Age:28
ID:48, Name:Leiland, Major:ECE, Enrollment:Yes, Year:Junior, Age:28
ID:330, Name:Ifeoluwa, Major:BME, Enrollment:Yes, Year:Junior, Age:28
ID:339, Name:Nikola, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:28
ID:21, Name:Ambrosia, Major:CS, Enrollment:Yes, Year:Senior, Age:28
ID:620, Name:Sristi, Major:ABE, Enrollment:Yes, Year:Junior, Age:28
ID:37, Name:Ailsa, Major:IE, Enrollment:No, Year:Freshman, Age:28
ID:52, Name:Piper, Major:ME, Enrollment:Yes, Year:Freshman, Age:28
ID:618, Name:Kaydance, Major:IE, Enrollment:No, Year:Freshman, Age:28
ID:237, Name:Kord, Major:BME, Enrollment:No, Year:Freshman, Age:28
ID:470, Name:Blade, Major:ME, Enrollment:Yes, Year:Sophomore, Age:28
ID:472, Name:Kynzlee, Major:ECE, Enrollment:No, Year:Senior, Age:28
ID:455, Name:Gentri, Major:CS, Enrollment:No, Year:Sophomore, Age:28
ID:247, Name:Quynh, Major:IE, Enrollment:Yes, Year:Sophomore, Age:28
ID:485, Name:Zebadiah, Major:ECE, Enrollment:Yes, Year:Senior, Age:28
ID:175, Name:Gemma, Major:CS, Enrollment:Yes, Year:Junior, Age:28
ID:174, Name:Soul, Major:BME, Enrollment:No, Year:Freshman, Age:28
ID:149, Name:Alixandra, Major:ECE, Enrollment:Yes, Year:Senior, Age:28
ID:418, Name:Muslim, Major:AA, Enrollment:Yes, Year:Freshman, Age:28
ID:241, Name:Talar, Major:ME, Enrollment:No, Year:Junior, Age:28
ID:234, Name:Asiyah, Major:CS, Enrollment:Yes, Year:Freshman, Age:28
ID:245, Name:Arlowe, Major:IE, Enrollment:No, Year:Senior, Age:28
ID:212, Name:Havok, Major:ABE, Enrollment:Yes, Year:Freshman, Age:28
ID:394, Name:Aubriana, Major:ECE, Enrollment:No, Year:Junior, Age:28
ID:569, Name:Analeese, Major:ECE, Enrollment:Yes, Year:Freshman, Age:28
ID:556, Name:Dominyk, Major:AA, Enrollment:Yes, Year:Junior, Age:28
ID:551, Name:Lyndell, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:28
ID:115, Name:Daveigh, Major:CHE, Enrollment:No, Year:Sophomore, Age:28
ID:353, Name:Easton, Major:CS, Enrollment:Yes, Year:Senior, Age:28
ID:104, Name:Leeanne, Major:ECE, Enrollment:No, Year:Freshman, Age:28
ID:352, Name:Miesha, Major:ABE, Enrollment:No, Year:Senior, Age:28
ID:567, Name:Capriana, Major:ME, Enrollment:Yes, Year:Junior, Age:28
ID:322, Name:Novalea, Major:CHE, Enrollment:Yes, Year:Junior, Age:29
ID:616, Name:Nason, Major:IE, Enrollment:Yes, Year:Junior, Age:29
ID:312, Name:Yomna, Major:BME, Enrollment:Yes, Year:Junior, Age:29
ID:429, Name:Kiante, Major:AA, Enrollment:No, Year:Senior, Age:29
ID:435, Name:Kyllie, Major:ABE, Enrollment:No, Year:Junior, Age:29
ID:63, Name:Lexxie, Major:ABE, Enrollment:Yes, Year:Junior, Age:29
ID:434, Name:Caliann, Major:ECE, Enrollment:No, Year:Junior, Age:29
ID:412, Name:Oona, Major:BME, Enrollment:No, Year:Junior, Age:29
ID:227, Name:Chelby, Major:CS, Enrollment:No, Year:Sophomore, Age:29
ID:565, Name:Zilah, Major:ME, Enrollment:No, Year:Freshman, Age:29
ID:414, Name:Nasiir, Major:CS, Enrollment:No, Year:Sophomore, Age:29
ID:216, Name:Tulsi, Major:CS, Enrollment:No, Year:Freshman, Age:29
ID:4, Name:Kalana, Major:IE, Enrollment:Yes, Year:Junior, Age:29
ID:406, Name:Aadvika, Major:ME, Enrollment:Yes, Year:Junior, Age:29
ID:626, Name:Zyan, Major:IE, Enrollment:No, Year:Junior, Age:29
ID:513, Name:Dain, Major:CS, Enrollment:No, Year:Senior, Age:29
ID:147, Name:Mattis, Major:AA, Enrollment:Yes, Year:Junior, Age:29
ID:357, Name:Vale, Major:ME, Enrollment:No, Year:Junior, Age:29
ID:43, Name:Serene, Major:ABE, Enrollment:No, Year:Freshman, Age:29
ID:268, Name:Aedyn, Major:CHE, Enrollment:No, Year:Sophomore, Age:29
ID:120, Name:Dynver, Major:BME, Enrollment:No, Year:Freshman, Age:29
ID:307, Name:Seydou, Major:BME, Enrollment:No, Year:Freshman, Age:29
ID:144, Name:Clayson, Major:BME, Enrollment:Yes, Year:Junior, Age:29
ID:44, Name:Alinah, Major:ECE, Enrollment:No, Year:Senior, Age:29
ID:146, Name:Karrie, Major:ECE, Enrollment:No, Year:Junior, Age:29
ID:23, Name:Blayne, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:29
ID:184, Name:Jaan, Major:BME, Enrollment:No, Year:Junior, Age:29
ID:449, Name:Perrin, Major:AA, Enrollment:No, Year:Sophomore, Age:29
ID:25, Name:Syhir, Major:BME, Enrollment:No, Year:Junior, Age:29
ID:199, Name:Kinzy, Major:CHE, Enrollment:No, Year:Sophomore, Age:29
ID:535, Name:Deaven, Major:ABE, Enrollment:No, Year:Junior, Age:29
ID:176, Name:Ellison, Major:ECE, Enrollment:Yes, Year:Junior, Age:29
ID:539, Name:Benjamin, Major:ME, Enrollment:No, Year:Junior, Age:29
ID:354, Name:Aleyda, Major:ME, Enrollment:Yes, Year:Junior, Age:29
