ID:660, Name:Karuna, Major:ECE, Enrollment:No, Year:Sophomore, Age:12
ID:654, Name:Embree, Major:CS, Enrollment:Yes, Year:Sophomore, Age:28
ID:101, Name:Maylana, Major:CHE, Enrollment:No, Year:Sophomore, Age:28
ID:300, Name:Darrel, Major:AA, Enrollment:No, Year:Freshman, Age:28
ID:406, Name:Syere, Major:CHE, Enrollment:Yes, Year:Junior, Age:28
ID:639, Name:Aeron, Major:ECE, Enrollment:Yes, Year:Junior, Age:28
ID:17, Name:Clemence, Major:BME, Enrollment:No, Year:Sophomore, Age:28
ID:147, Name:Jacksen, Major:CS, Enrollment:Yes, Year:Senior, Age:28
ID:61, Name:Satchel, Major:AA, Enrollment:No, Year:Senior, Age:28
ID:567, Name:Lukian, Major:CS, Enrollment:Yes, Year:Senior, Age:28
ID:252, Name:Deo, Major:BME, Enrollment:No, Year:Freshman, Age:28
ID:59, Name:Jerrel, Major:IE, Enrollment:No, Year:Junior, Age:28
ID:156, Name:Curtis, Major:IE, Enrollment:No, Year:Sophomore, Age:28
ID:33, Name:Yiming, Major:ABE, Enrollment:Yes, Year:Senior, Age:28
ID:30, Name:Amaziah, Major:ABE, Enrollment:No, Year:Junior, Age:28
ID:227, Name:Dynasti, Major:IE, Enrollment:No, Year:Sophomore, Age:28
ID:231, Name:Homer, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:28
ID:616, Name:Darianna, Major:AA, Enrollment:No, Year:Sophomore, Age:29
ID:440, Name:Maxxwell, Major:BME, Enrollment:No, Year:Sophomore, Age:28
ID:585, Name:Iya, Major:CS, Enrollment:No, Year:Junior, Age:28
ID:442, Name:Basha, Major:ECE, Enrollment:Yes, Year:Senior, Age:28
ID:587, Name:Keara, Major:AA, Enrollment:No, Year:Sophomore, Age:28
ID:500, Name:Jonathan, Major:CS, Enrollment:Yes, Year:Junior, Age:29
ID:195, Name:Gavyn, Major:ECE, Enrollment:Yes, Year:Junior, Age:29
ID:515, Name:Maksymilian, Major:ABE, Enrollment:No, Year:Sophomore, Age:29
ID:595, Name:Honore, Major:CS, Enrollment:Yes, Year:Senior, Age:28
ID:643, Name:Ahmet, Major:ECE, Enrollment:No, Year:Sophomore, Age:29
ID:28, Name:Audvik, Major:BME, Enrollment:Yes, Year:Freshman, Age:29
ID:525, Name:Atari, Major:CS, Enrollment:No, Year:Freshman, Age:29
ID:138, Name:Abdulwali, Major:BME, Enrollment:Yes, Year:Senior, Age:29
ID:491, Name:Jaretzi, Major:CS, Enrollment:Yes, Year:Junior, Age:29
ID:441, Name:Araseli, Major:IE, Enrollment:No, Year:Senior, Age:29
ID:129, Name:Adreanna, Major:ABE, Enrollment:No, Year:Junior, Age:29
ID:268, Name:Eliu, Major:BME, Enrollment:Yes, Year:Junior, Age:29
ID:271, Name:Desten, Major:ME, Enrollment:No, Year:Sophomore, Age:29
ID:425, Name:Anjelika, Major:CHE, Enrollment:Yes, Year:Freshman, Age:29
ID:44, Name:Saloma, Major:AA, Enrollment:Yes, Year:Freshman, Age:29
ID:457, Name:Jawaun, Major:CHE, Enrollment:Yes, Year:Junior, Age:29
ID:279, Name:Noriana, Major:BME, Enrollment:No, Year:Sophomore, Age:29
ID:398, Name:Evienne, Major:CHE, Enrollment:Yes, Year:Freshman, Age:29
ID:559, Name:Idman, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:29
ID:41, Name:Mesiah, Major:AA, Enrollment:No, Year:Sophomore, Age:29
Write to db
