ID:310, Name:Sunday, Major:IE, Enrollment:No, Year:Junior, Age:10
ID:966, Name:Corine, Major:CS, Enrollment:No, Year:Sophomore, Age:17
ID:939, Name:Macai, Major:ME, Enrollment:Yes, Year:Sophomore, Age:17
ID:990, Name:Rashod, Major:CS, Enrollment:Yes, Year:Sophomore, Age:17
ID:988, Name:Aaliyan, Major:ECE, Enrollment:No, Year:Senior, Age:17
ID:987, Name:Rosalee, Major:CHE, Enrollment:Yes, Year:Senior, Age:17
ID:650, Name:Amiera, Major:CS, Enrollment:No, Year:Sophomore, Age:17
ID:735, Name:Major, Major:CS, Enrollment:No, Year:Freshman, Age:17
ID:732, Name:Braedyn, Major:CHE, Enrollment:No, Year:Freshman, Age:17
ID:745, Name:Emuna, Major:IE, Enrollment:Yes, Year:Senior, Age:17
ID:713, Name:Russia, Major:CHE, Enrollment:No, Year:Senior, Age:17
ID:711, Name:Sandro, Major:CS, Enrollment:No, Year:Sophomore, Age:17
ID:793, Name:Riser, Major:CS, Enrollment:No, Year:Senior, Age:17
ID:765, Name:Savva, Major:BME, Enrollment:Yes, Year:Senior, Age:17
ID:784, Name:Jaziel, Major:BME, Enrollment:Yes, Year:Junior, Age:17
ID:795, Name:Maggie, Major:IE, Enrollment:Yes, Year:Junior, Age:17
ID:634, Name:Husain, Major:CHE, Enrollment:Yes, Year:Freshman, Age:17
ID:627, Name:Kaleigh, Major:CS, Enrollment:Yes, Year:Freshman, Age:17
ID:653, Name:Jeovanni, Major:BME, Enrollment:Yes, Year:Junior, Age:17
ID:602, Name:Taysen, Major:AA, Enrollment:No, Year:Junior, Age:17
ID:604, Name:Janese, Major:AA, Enrollment:Yes, Year:Junior, Age:17
ID:669, Name:Yarlin, Major:IE, Enrollment:Yes, Year:Junior, Age:17
ID:688, Name:Malloree, Major:IE, Enrollment:No, Year:Freshman, Age:17
ID:435, Name:Jaylyn, Major:ABE, Enrollment:Yes, Year:Senior, Age:17
ID:495, Name:Yamin, Major:IE, Enrollment:No, Year:Freshman, Age:17
ID:474, Name:Eddison, Major:CHE, Enrollment:Yes, Year:Freshman, Age:17
ID:506, Name:Bryliee, Major:CS, Enrollment:Yes, Year:Freshman, Age:17
ID:850, Name:Stefano, Major:AA, Enrollment:No, Year:Senior, Age:17
ID:438, Name:Grady, Major:ECE, Enrollment:Yes, Year:Junior, Age:17
ID:870, Name:Iyanah, Major:ME, Enrollment:Yes, Year:Freshman, Age:17
ID:887, Name:Kolin, Major:AA, Enrollment:No, Year:Freshman, Age:17
ID:554, Name:Ayriana, Major:CS, Enrollment:Yes, Year:Senior, Age:17
ID:549, Name:Saphyra, Major:CHE, Enrollment:Yes, Year:Senior, Age:17
ID:810, Name:Jream, Major:AA, Enrollment:No, Year:Freshman, Age:17
ID:551, Name:Avnoor, Major:AA, Enrollment:No, Year:Junior, Age:17
ID:516, Name:Gissele, Major:ABE, Enrollment:Yes, Year:Freshman, Age:17
ID:518, Name:Phelan, Major:AA, Enrollment:Yes, Year:Junior, Age:17
ID:834, Name:Hamad, Major:CHE, Enrollment:No, Year:Sophomore, Age:17
ID:841, Name:Lexxy, Major:CHE, Enrollment:Yes, Year:Junior, Age:17
ID:1000, Name:Blessyn, Major:CS, Enrollment:No, Year:Senior, Age:17
ID:148, Name:Anishka, Major:BME, Enrollment:No, Year:Sophomore, Age:17
ID:129, Name:Vernell, Major:ECE, Enrollment:No, Year:Senior, Age:17
ID:32, Name:Noe, Major:BME, Enrollment:No, Year:Senior, Age:17
ID:38, Name:Robiya, Major:CS, Enrollment:No, Year:Junior, Age:17
ID:326, Name:Evangelos, Major:BME, Enrollment:No, Year:Senior, Age:17
ID:206, Name:Garren, Major:AA, Enrollment:No, Year:Junior, Age:17
ID:315, Name:Avon, Major:ME, Enrollment:Yes, Year:Freshman, Age:17
ID:179, Name:Andi, Major:ABE, Enrollment:No, Year:Freshman, Age:17
ID:207, Name:Treasure, Major:ECE, Enrollment:Yes, Year:Junior, Age:17
ID:78, Name:Yittel, Major:IE, Enrollment:Yes, Year:Freshman, Age:17
ID:97, Name:Tyreik, Major:ABE, Enrollment:No, Year:Freshman, Age:17
ID:338, Name:Konner, Major:BME, Enrollment:No, Year:Junior, Age:17
ID:123, Name:Huy, Major:ECE, Enrollment:No, Year:Senior, Age:17
ID:105, Name:Zyan, Major:AA, Enrollment:Yes, Year:Sophomore, Age:17
ID:55, Name:Deason, Major:CHE, Enrollment:Yes, Year:Senior, Age:17
ID:52, Name:Arishka, Major:CHE, Enrollment:No, Year:Sophomore, Age:17
ID:64, Name:Evaleigh, Major:IE, Enrollment:Yes, Year:Freshman, Age:17
ID:14, Name:Malalai, Major:ECE, Enrollment:No, Year:Senior, Age:17
ID:234, Name:Johnatan, Major:BME, Enrollment:Yes, Year:Sophomore, Age:17
ID:274, Name:Nahum, Major:BME, Enrollment:Yes, Year:Senior, Age:17
ID:208, Name:Leti, Major:ECE, Enrollment:No, Year:Junior, Age:17
ID:266, Name:Tatum, Major:ECE, Enrollment:Yes, Year:Senior, Age:17
ID:845, Name:Foster, Major:IE, Enrollment:Yes, Year:Freshman, Age:18
ID:263, Name:Izora, Major:IE, Enrollment:Yes, Year:Junior, Age:18
ID:99, Name:Alanoud, Major:ABE, Enrollment:No, Year:Freshman, Age:18
ID:236, Name:Erika, Major:BME, Enrollment:No, Year:Freshman, Age:18
ID:665, Name:Benzion, Major:IE, Enrollment:No, Year:Senior, Age:18
ID:242, Name:Hugh, Major:ECE, Enrollment:No, Year:Sophomore, Age:18
ID:74, Name:Krithvik, Major:ME, Enrollment:Yes, Year:Freshman, Age:18
ID:899, Name:Kaybree, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:18
ID:849, Name:Marleny, Major:ECE, Enrollment:Yes, Year:Senior, Age:18
ID:460, Name:Gio, Major:BME, Enrollment:No, Year:Sophomore, Age:18
ID:880, Name:Hooria, Major:CHE, Enrollment:Yes, Year:Junior, Age:18
ID:605, Name:Cadence, Major:IE, Enrollment:No, Year:Junior, Age:18
ID:565, Name:Asaya, Major:CS, Enrollment:Yes, Year:Freshman, Age:18
ID:301, Name:Hawkeye, Major:ABE, Enrollment:No, Year:Freshman, Age:18
ID:687, Name:Ariyonna, Major:IE, Enrollment:No, Year:Freshman, Age:18
ID:162, Name:Janise, Major:ME, Enrollment:No, Year:Senior, Age:18
ID:522, Name:Anureet, Major:BME, Enrollment:Yes, Year:Sophomore, Age:18
ID:552, Name:Eirini, Major:CHE, Enrollment:Yes, Year:Junior, Age:18
ID:738, Name:Emilygrace, Major:ME, Enrollment:No, Year:Freshman, Age:18
ID:667, Name:Stallone, Major:ECE, Enrollment:Yes, Year:Freshman, Age:18
ID:228, Name:Elvis, Major:ME, Enrollment:Yes, Year:Senior, Age:18
ID:126, Name:Saaliha, Major:ABE, Enrollment:Yes, Year:Junior, Age:18
ID:323, Name:Osmin, Major:ABE, Enrollment:No, Year:Junior, Age:18
ID:520, Name:Lyrah, Major:ABE, Enrollment:No, Year:Sophomore, Age:18
ID:576, Name:Bentzion, Major:IE, Enrollment:Yes, Year:Sophomore, Age:18
ID:675, Name:Emeka, Major:CS, Enrollment:No, Year:Junior, Age:18
ID:616, Name:Alhassan, Major:AA, Enrollment:Yes, Year:Senior, Age:18
ID:421, Name:Jru, Major:IE, Enrollment:Yes, Year:Senior, Age:18
ID:44, Name:Dannia, Major:AA, Enrollment:Yes, Year:Senior, Age:18
ID:21, Name:Mio, Major:CHE, Enrollment:No, Year:Senior, Age:18
ID:368, Name:Kwasi, Major:CHE, Enrollment:No, Year:Senior, Age:18
ID:424, Name:Jaise, Major:AA, Enrollment:No, Year:Junior, Age:18
ID:374, Name:Jocelyne, Major:ME, Enrollment:No, Year:Senior, Age:18
ID:513, Name:Annagrace, Major:CS, Enrollment:Yes, Year:Sophomore, Age:19
ID:836, Name:Dynver, Major:ABE, Enrollment:Yes, Year:Freshman, Age:19
ID:232, Name:Hueston, Major:CS, Enrollment:Yes, Year:Sophomore, Age:19
ID:202, Name:Alder, Major:IE, Enrollment:No, Year:Senior, Age:19
ID:728, Name:Jaquan, Major:ME, Enrollment:No, Year:Junior, Age:19
ID:721, Name:Dasani, Major:BME, Enrollment:Yes, Year:Junior, Age:19
ID:556, Name:Jessi, Major:ABE, Enrollment:Yes, Year:Junior, Age:19
ID:938, Name:Melchizedek, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:19
ID:468, Name:Dak, Major:CS, Enrollment:Yes, Year:Senior, Age:19
ID:991, Name:Olivia, Major:CS, Enrollment:Yes, Year:Senior, Age:19
ID:197, Name:Bohdi, Major:IE, Enrollment:Yes, Year:Freshman, Age:19
ID:238, Name:Nasyr, Major:CS, Enrollment:No, Year:Junior, Age:19
ID:504, Name:Aerianna, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:19
ID:406, Name:Laparis, Major:ECE, Enrollment:Yes, Year:Freshman, Age:19
ID:490, Name:Dalaysa, Major:BME, Enrollment:No, Year:Freshman, Age:19
ID:145, Name:Jasiyah, Major:CS, Enrollment:Yes, Year:Junior, Age:19
ID:814, Name:Mairin, Major:IE, Enrollment:No, Year:Junior, Age:19
ID:391, Name:Alesia, Major:CS, Enrollment:No, Year:Freshman, Age:19
ID:321, Name:Ayela, Major:CHE, Enrollment:Yes, Year:Senior, Age:19
ID:478, Name:Evanny, Major:ME, Enrollment:Yes, Year:Junior, Age:19
ID:678, Name:Azaylia, Major:ABE, Enrollment:No, Year:Senior, Age:19
ID:822, Name:Douglass, Major:ME, Enrollment:No, Year:Junior, Age:19
ID:510, Name:Bernabe, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:19
ID:18, Name:Kierah, Major:CS, Enrollment:No, Year:Sophomore, Age:19
ID:581, Name:Jagger, Major:ME, Enrollment:No, Year:Sophomore, Age:19
ID:486, Name:Ripken, Major:IE, Enrollment:No, Year:Sophomore, Age:19
ID:811, Name:Jerod, Major:IE, Enrollment:Yes, Year:Junior, Age:19
ID:306, Name:Alizza, Major:ECE, Enrollment:Yes, Year:Senior, Age:19
ID:378, Name:Allisen, Major:BME, Enrollment:No, Year:Junior, Age:19
ID:375, Name:Greyson, Major:CHE, Enrollment:Yes, Year:Junior, Age:19
ID:65, Name:Braydon, Major:BME, Enrollment:No, Year:Freshman, Age:19
ID:618, Name:Abdelrahman, Major:IE, Enrollment:No, Year:Sophomore, Age:19
ID:905, Name:Micheala, Major:CS, Enrollment:Yes, Year:Freshman, Age:19
ID:614, Name:Mariame, Major:IE, Enrollment:Yes, Year:Freshman, Age:19
ID:442, Name:Lyllian, Major:ABE, Enrollment:No, Year:Junior, Age:19
ID:248, Name:Kamuela, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:19
ID:70, Name:Kingmessiah, Major:CHE, Enrollment:No, Year:Senior, Age:19
ID:249, Name:Tinzley, Major:CS, Enrollment:No, Year:Sophomore, Age:19
ID:527, Name:Avrey, Major:BME, Enrollment:No, Year:Junior, Age:19
ID:997, Name:Whisper, Major:BME, Enrollment:No, Year:Freshman, Age:19
ID:649, Name:Makye, Major:CS, Enrollment:No, Year:Senior, Age:19
ID:87, Name:Zalayah, Major:IE, Enrollment:Yes, Year:Junior, Age:19
ID:625, Name:Hux, Major:ABE, Enrollment:Yes, Year:Senior, Age:19
ID:641, Name:Raye, Major:AA, Enrollment:No, Year:Freshman, Age:19
ID:79, Name:Quinnly, Major:ME, Enrollment:Yes, Year:Junior, Age:19
ID:82, Name:Ayrianna, Major:AA, Enrollment:No, Year:Freshman, Age:19
ID:304, Name:Caleb, Major:AA, Enrollment:No, Year:Sophomore, Age:19
ID:897, Name:Holden, Major:BME, Enrollment:No, Year:Sophomore, Age:19
ID:536, Name:Amarrah, Major:BME, Enrollment:Yes, Year:Freshman, Age:20
ID:299, Name:Ummehani, Major:ABE, Enrollment:Yes, Year:Junior, Age:20
ID:570, Name:Xolani, Major:ABE, Enrollment:Yes, Year:Senior, Age:20
ID:178, Name:Lyrik, Major:CHE, Enrollment:No, Year:Sophomore, Age:20
ID:538, Name:Ghaith, Major:CHE, Enrollment:Yes, Year:Freshman, Age:20
ID:26, Name:Kaiya, Major:BME, Enrollment:Yes, Year:Freshman, Age:20
ID:706, Name:Abigail, Major:AA, Enrollment:No, Year:Freshman, Age:20
ID:399, Name:Hana, Major:AA, Enrollment:No, Year:Sophomore, Age:20
ID:151, Name:Catcher, Major:AA, Enrollment:No, Year:Freshman, Age:20
ID:314, Name:Ever, Major:ME, Enrollment:No, Year:Freshman, Age:20
ID:308, Name:Dariah, Major:ME, Enrollment:No, Year:Freshman, Age:20
ID:158, Name:Parris, Major:ECE, Enrollment:No, Year:Freshman, Age:20
ID:290, Name:Lada, Major:ABE, Enrollment:No, Year:Freshman, Age:20
ID:508, Name:Adom, Major:CS, Enrollment:No, Year:Freshman, Age:20
ID:791, Name:Christiano, Major:CS, Enrollment:Yes, Year:Senior, Age:20
ID:789, Name:Amit, Major:IE, Enrollment:No, Year:Senior, Age:20
ID:783, Name:Chimaobi, Major:AA, Enrollment:No, Year:Senior, Age:20
ID:198, Name:Amal, Major:ECE, Enrollment:No, Year:Sophomore, Age:20
ID:762, Name:Daisey, Major:AA, Enrollment:No, Year:Freshman, Age:20
ID:176, Name:Waylin, Major:AA, Enrollment:No, Year:Sophomore, Age:20
ID:917, Name:Kareem, Major:AA, Enrollment:No, Year:Sophomore, Age:20
ID:465, Name:Arabellah, Major:ME, Enrollment:No, Year:Senior, Age:20
ID:264, Name:Keira, Major:CS, Enrollment:No, Year:Freshman, Age:20
ID:601, Name:Gerald, Major:ABE, Enrollment:No, Year:Freshman, Age:20
ID:12, Name:Evoleth, Major:ABE, Enrollment:No, Year:Sophomore, Age:20
ID:54, Name:Yadelin, Major:IE, Enrollment:No, Year:Sophomore, Age:20
ID:986, Name:Freddy, Major:BME, Enrollment:Yes, Year:Freshman, Age:20
ID:115, Name:Eava, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:20
ID:431, Name:Eleftheria, Major:ME, Enrollment:No, Year:Sophomore, Age:20
ID:432, Name:Kaena, Major:AA, Enrollment:No, Year:Freshman, Age:20
ID:344, Name:Mehdi, Major:AA, Enrollment:No, Year:Junior, Age:20
ID:446, Name:Maguire, Major:ME, Enrollment:Yes, Year:Sophomore, Age:20
ID:879, Name:Kritika, Major:ECE, Enrollment:No, Year:Junior, Age:20
ID:892, Name:Colden, Major:CS, Enrollment:No, Year:Freshman, Age:20
ID:251, Name:Lexianna, Major:ABE, Enrollment:No, Year:Freshman, Age:20
ID:695, Name:Jaleia, Major:CHE, Enrollment:Yes, Year:Senior, Age:20
ID:972, Name:Eleanna, Major:CS, Enrollment:Yes, Year:Freshman, Age:20
ID:692, Name:Kohl, Major:CS, Enrollment:Yes, Year:Junior, Age:20
ID:124, Name:Jamale, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:20
ID:497, Name:Rosa, Major:ABE, Enrollment:Yes, Year:Freshman, Age:20
ID:116, Name:Jayon, Major:CS, Enrollment:No, Year:Freshman, Age:20
ID:981, Name:Irah, Major:AA, Enrollment:Yes, Year:Senior, Age:20
ID:13, Name:Kin, Major:CHE, Enrollment:Yes, Year:Senior, Age:21
ID:547, Name:Samyrah, Major:ME, Enrollment:No, Year:Sophomore, Age:21
ID:622, Name:Javaeh, Major:ECE, Enrollment:Yes, Year:Junior, Age:21
ID:220, Name:Keighley, Major:CHE, Enrollment:No, Year:Sophomore, Age:21
ID:389, Name:Bailie, Major:ECE, Enrollment:No, Year:Junior, Age:21
ID:223, Name:Kruze, Major:CS, Enrollment:No, Year:Sophomore, Age:21
ID:673, Name:Cruzito, Major:ECE, Enrollment:No, Year:Junior, Age:21
ID:22, Name:Nailah, Major:CHE, Enrollment:Yes, Year:Freshman, Age:21
ID:181, Name:Kylea, Major:AA, Enrollment:Yes, Year:Junior, Age:21
ID:707, Name:Oakland, Major:ABE, Enrollment:Yes, Year:Junior, Age:21
ID:226, Name:Ezel, Major:IE, Enrollment:Yes, Year:Senior, Age:21
ID:979, Name:Caidence, Major:ECE, Enrollment:No, Year:Junior, Age:21
ID:995, Name:Mister, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:21
ID:191, Name:Aaris, Major:ABE, Enrollment:No, Year:Freshman, Age:21
ID:723, Name:Markail, Major:CHE, Enrollment:No, Year:Senior, Age:21
ID:594, Name:Kaloni, Major:IE, Enrollment:Yes, Year:Freshman, Age:21
ID:185, Name:Lailanie, Major:ECE, Enrollment:No, Year:Junior, Age:21
ID:640, Name:Kullen, Major:ME, Enrollment:No, Year:Junior, Age:21
ID:259, Name:Zanaa, Major:CHE, Enrollment:No, Year:Senior, Age:21
ID:239, Name:Akyra, Major:IE, Enrollment:No, Year:Junior, Age:21
ID:660, Name:Haydin, Major:BME, Enrollment:No, Year:Sophomore, Age:21
ID:907, Name:Emiah, Major:ME, Enrollment:Yes, Year:Sophomore, Age:21
ID:479, Name:Potter, Major:CS, Enrollment:Yes, Year:Freshman, Age:21
ID:43, Name:Davinity, Major:CHE, Enrollment:Yes, Year:Junior, Age:21
ID:325, Name:Fadel, Major:AA, Enrollment:Yes, Year:Senior, Age:21
ID:481, Name:Layney, Major:AA, Enrollment:Yes, Year:Freshman, Age:21
ID:920, Name:Nathias, Major:ABE, Enrollment:Yes, Year:Freshman, Age:21
ID:100, Name:Elmer, Major:IE, Enrollment:Yes, Year:Junior, Age:21
ID:98, Name:Reuven, Major:CHE, Enrollment:No, Year:Senior, Age:21
ID:348, Name:Edna, Major:BME, Enrollment:Yes, Year:Junior, Age:21
ID:408, Name:Adar, Major:AA, Enrollment:No, Year:Freshman, Age:21
ID:821, Name:Hridaan, Major:AA, Enrollment:Yes, Year:Sophomore, Age:21
ID:37, Name:Gareth, Major:ME, Enrollment:Yes, Year:Junior, Age:21
ID:482, Name:Leon, Major:AA, Enrollment:No, Year:Freshman, Age:21
ID:483, Name:Katelynn, Major:CS, Enrollment:Yes, Year:Freshman, Age:21
ID:487, Name:Pheonix, Major:IE, Enrollment:Yes, Year:Junior, Age:21
ID:498, Name:Kaleigh, Major:BME, Enrollment:No, Year:Freshman, Age:21
ID:422, Name:Amariz, Major:AA, Enrollment:Yes, Year:Senior, Age:21
ID:910, Name:Gideon, Major:AA, Enrollment:No, Year:Freshman, Age:21
ID:336, Name:Liyah, Major:BME, Enrollment:Yes, Year:Freshman, Age:21
ID:874, Name:Caelen, Major:ME, Enrollment:Yes, Year:Sophomore, Age:21
ID:430, Name:Kyros, Major:ME, Enrollment:Yes, Year:Sophomore, Age:21
ID:900, Name:Jasreet, Major:AA, Enrollment:Yes, Year:Senior, Age:21
ID:913, Name:Miracle, Major:CHE, Enrollment:Yes, Year:Senior, Age:21
ID:862, Name:Josmar, Major:CS, Enrollment:Yes, Year:Freshman, Age:21
ID:86, Name:Hazelynn, Major:ME, Enrollment:No, Year:Junior, Age:21
ID:853, Name:Akali, Major:AA, Enrollment:No, Year:Senior, Age:21
ID:912, Name:Hanifa, Major:IE, Enrollment:Yes, Year:Sophomore, Age:21
ID:449, Name:Quinlan, Major:CS, Enrollment:Yes, Year:Senior, Age:21
ID:450, Name:Eveah, Major:BME, Enrollment:No, Year:Sophomore, Age:21
ID:302, Name:Zari, Major:IE, Enrollment:Yes, Year:Junior, Age:21
ID:31, Name:Luann, Major:ABE, Enrollment:No, Year:Freshman, Age:21
ID:785, Name:Exavier, Major:CHE, Enrollment:No, Year:Sophomore, Age:21
ID:165, Name:Ismael, Major:ABE, Enrollment:No, Year:Junior, Age:21
ID:953, Name:Dewayne, Major:IE, Enrollment:Yes, Year:Freshman, Age:21
ID:788, Name:Grecia, Major:AA, Enrollment:No, Year:Junior, Age:21
ID:318, Name:Grethel, Major:CS, Enrollment:No, Year:Senior, Age:21
ID:775, Name:Pavlo, Major:BME, Enrollment:Yes, Year:Senior, Age:21
ID:28, Name:Briant, Major:AA, Enrollment:Yes, Year:Freshman, Age:21
ID:960, Name:Ronal, Major:AA, Enrollment:No, Year:Freshman, Age:21
ID:156, Name:Yunuen, Major:ECE, Enrollment:Yes, Year:Freshman, Age:21
ID:772, Name:Janiyha, Major:ABE, Enrollment:No, Year:Freshman, Age:21
ID:540, Name:Araya, Major:BME, Enrollment:No, Year:Junior, Age:21
ID:801, Name:Loyalty, Major:CS, Enrollment:Yes, Year:Freshman, Age:21
ID:808, Name:Kirra, Major:CS, Enrollment:Yes, Year:Sophomore, Age:21
ID:144, Name:Kailia, Major:ECE, Enrollment:No, Year:Junior, Age:21
ID:751, Name:Conner, Major:ME, Enrollment:No, Year:Junior, Age:22
ID:188, Name:Kalinda, Major:AA, Enrollment:Yes, Year:Junior, Age:22
ID:190, Name:Gracen, Major:ME, Enrollment:Yes, Year:Junior, Age:22
ID:84, Name:Avalina, Major:ABE, Enrollment:Yes, Year:Senior, Age:22
ID:968, Name:Evren, Major:CS, Enrollment:No, Year:Freshman, Age:22
ID:63, Name:Macari, Major:BME, Enrollment:No, Year:Freshman, Age:22
ID:168, Name:Heartlee, Major:AA, Enrollment:No, Year:Sophomore, Age:22
ID:760, Name:Amarii, Major:ECE, Enrollment:Yes, Year:Senior, Age:22
ID:630, Name:Alannis, Major:CHE, Enrollment:Yes, Year:Senior, Age:22
ID:171, Name:Amyia, Major:BME, Enrollment:No, Year:Freshman, Age:22
ID:890, Name:Nihaal, Major:CHE, Enrollment:Yes, Year:Junior, Age:22
ID:76, Name:Blakelyn, Major:BME, Enrollment:No, Year:Sophomore, Age:22
ID:763, Name:Rehana, Major:AA, Enrollment:Yes, Year:Junior, Age:22
ID:696, Name:Ojas, Major:ABE, Enrollment:Yes, Year:Senior, Age:22
ID:221, Name:Salam, Major:IE, Enrollment:No, Year:Senior, Age:22
ID:807, Name:Rehema, Major:CHE, Enrollment:No, Year:Freshman, Age:22
ID:225, Name:Reece, Major:CS, Enrollment:Yes, Year:Senior, Age:22
ID:19, Name:Dakiya, Major:BME, Enrollment:No, Year:Junior, Age:22
ID:700, Name:Marsha, Major:BME, Enrollment:Yes, Year:Senior, Age:22
ID:125, Name:Juman, Major:CS, Enrollment:Yes, Year:Freshman, Age:22
ID:130, Name:Sonika, Major:ME, Enrollment:Yes, Year:Sophomore, Age:22
ID:92, Name:Jewels, Major:IE, Enrollment:No, Year:Junior, Age:22
ID:729, Name:Knowledge, Major:ABE, Enrollment:Yes, Year:Junior, Age:22
ID:848, Name:Dorothy, Major:ABE, Enrollment:No, Year:Freshman, Age:22
ID:94, Name:Jolia, Major:ABE, Enrollment:No, Year:Freshman, Age:22
ID:672, Name:Sukayna, Major:IE, Enrollment:Yes, Year:Junior, Age:22
ID:827, Name:Yoyo, Major:ECE, Enrollment:Yes, Year:Freshman, Age:22
ID:152, Name:Azar, Major:IE, Enrollment:No, Year:Sophomore, Age:22
ID:110, Name:Kensy, Major:ME, Enrollment:Yes, Year:Senior, Age:22
ID:376, Name:Jahmiel, Major:ABE, Enrollment:Yes, Year:Junior, Age:22
ID:557, Name:Avaline, Major:AA, Enrollment:No, Year:Junior, Age:22
ID:402, Name:Aylin, Major:ECE, Enrollment:No, Year:Sophomore, Age:22
ID:283, Name:Cyprus, Major:ABE, Enrollment:Yes, Year:Senior, Age:22
ID:295, Name:San, Major:ME, Enrollment:Yes, Year:Junior, Age:22
ID:553, Name:Essam, Major:AA, Enrollment:Yes, Year:Senior, Age:22
ID:453, Name:British, Major:AA, Enrollment:No, Year:Junior, Age:22
ID:434, Name:Bryson, Major:CHE, Enrollment:No, Year:Freshman, Age:22
ID:268, Name:Mory, Major:BME, Enrollment:No, Year:Freshman, Age:22
ID:441, Name:Catriona, Major:ME, Enrollment:No, Year:Sophomore, Age:22
ID:269, Name:Ramsey, Major:CHE, Enrollment:No, Year:Senior, Age:22
ID:598, Name:Zyren, Major:BME, Enrollment:Yes, Year:Junior, Age:22
ID:509, Name:Brixton, Major:ECE, Enrollment:No, Year:Sophomore, Age:22
ID:459, Name:Kashaun, Major:ABE, Enrollment:No, Year:Junior, Age:22
ID:317, Name:Jaymeson, Major:ABE, Enrollment:No, Year:Junior, Age:22
ID:485, Name:Hajar, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:22
ID:319, Name:Ishmeet, Major:CHE, Enrollment:No, Year:Sophomore, Age:22
ID:407, Name:Nussen, Major:CHE, Enrollment:Yes, Year:Freshman, Age:22
ID:537, Name:Harry, Major:ABE, Enrollment:Yes, Year:Freshman, Age:22
ID:534, Name:Kimberleigh, Major:BME, Enrollment:Yes, Year:Senior, Age:22
ID:312, Name:Zyden, Major:CS, Enrollment:Yes, Year:Senior, Age:22
ID:307, Name:Sherod, Major:BME, Enrollment:Yes, Year:Senior, Age:22
ID:464, Name:Boruch, Major:ABE, Enrollment:No, Year:Freshman, Age:22
ID:258, Name:Shaymus, Major:ME, Enrollment:Yes, Year:Sophomore, Age:22
ID:16, Name:Jahmier, Major:BME, Enrollment:No, Year:Sophomore, Age:23
ID:475, Name:Rhyanna, Major:ABE, Enrollment:Yes, Year:Senior, Age:23
ID:856, Name:Adesuwa, Major:CS, Enrollment:No, Year:Sophomore, Age:23
ID:677, Name:Dmarcus, Major:ECE, Enrollment:No, Year:Sophomore, Age:23
ID:901, Name:Calea, Major:AA, Enrollment:No, Year:Junior, Age:23
ID:433, Name:Tobyas, Major:BME, Enrollment:No, Year:Junior, Age:23
ID:974, Name:Daena, Major:CHE, Enrollment:No, Year:Sophomore, Age:23
ID:852, Name:Kensley, Major:ABE, Enrollment:Yes, Year:Junior, Age:23
ID:117, Name:Vania, Major:ECE, Enrollment:Yes, Year:Senior, Age:23
ID:994, Name:Ameen, Major:IE, Enrollment:Yes, Year:Junior, Age:23
ID:327, Name:Kyomi, Major:ABE, Enrollment:Yes, Year:Junior, Age:23
ID:227, Name:Kaveon, Major:ME, Enrollment:Yes, Year:Junior, Age:23
ID:851, Name:Cavanaugh, Major:BME, Enrollment:No, Year:Sophomore, Age:23
ID:621, Name:Othman, Major:CS, Enrollment:No, Year:Freshman, Age:23
ID:790, Name:Nadalie, Major:IE, Enrollment:No, Year:Senior, Age:23
ID:872, Name:Khailen, Major:ABE, Enrollment:Yes, Year:Freshman, Age:23
ID:701, Name:Chayce, Major:AA, Enrollment:Yes, Year:Senior, Age:23
ID:767, Name:Cainon, Major:AA, Enrollment:Yes, Year:Junior, Age:23
ID:131, Name:Jennavecia, Major:AA, Enrollment:No, Year:Junior, Age:23
ID:47, Name:Londen, Major:IE, Enrollment:No, Year:Senior, Age:23
ID:457, Name:Bartholomew, Major:BME, Enrollment:Yes, Year:Junior, Age:23
ID:877, Name:Atharva, Major:ME, Enrollment:Yes, Year:Junior, Age:23
ID:558, Name:Telesia, Major:ME, Enrollment:No, Year:Senior, Age:23
ID:252, Name:Abrion, Major:ECE, Enrollment:No, Year:Senior, Age:23
ID:930, Name:Daveah, Major:AA, Enrollment:Yes, Year:Freshman, Age:23
ID:216, Name:Emnet, Major:CS, Enrollment:Yes, Year:Senior, Age:23
ID:30, Name:Ananda, Major:ME, Enrollment:No, Year:Senior, Age:23
ID:77, Name:Tina, Major:ECE, Enrollment:Yes, Year:Senior, Age:23
ID:496, Name:Oluwatamilore, Major:IE, Enrollment:Yes, Year:Freshman, Age:23
ID:335, Name:Deshawn, Major:IE, Enrollment:No, Year:Freshman, Age:23
ID:437, Name:Mahari, Major:BME, Enrollment:No, Year:Junior, Age:23
ID:343, Name:Meara, Major:IE, Enrollment:Yes, Year:Freshman, Age:23
ID:515, Name:Daxtin, Major:BME, Enrollment:Yes, Year:Senior, Age:23
ID:759, Name:Jamesyn, Major:IE, Enrollment:No, Year:Sophomore, Age:23
ID:637, Name:Lain, Major:CHE, Enrollment:No, Year:Senior, Age:23
