ID:405, Name:Annahi, Major:BME, Enrollment:No, Year:Freshman, Age:10
ID:314, Name:Osric, Major:IE, Enrollment:No, Year:Senior, Age:18
ID:667, Name:Muzamil, Major:AA, Enrollment:Yes, Year:Sophomore, Age:18
ID:210, Name:Elizeo, Major:ECE, Enrollment:Yes, Year:Junior, Age:18
ID:318, Name:Cadie, Major:ME, Enrollment:Yes, Year:Senior, Age:18
ID:317, Name:Joci, Major:ECE, Enrollment:Yes, Year:Freshman, Age:18
ID:639, Name:Gracelynn, Major:AA, Enrollment:No, Year:Sophomore, Age:19
ID:159, Name:Graycelyn, Major:CS, Enrollment:No, Year:Senior, Age:19
ID:472, Name:Leiby, Major:CHE, Enrollment:Yes, Year:Senior, Age:19
ID:363, Name:Izreal, Major:ECE, Enrollment:No, Year:Senior, Age:19
ID:668, Name:Teryn, Major:BME, Enrollment:No, Year:Sophomore, Age:19
ID:146, Name:Nyah, Major:ABE, Enrollment:No, Year:Sophomore, Age:19
ID:679, Name:Bexar, Major:CS, Enrollment:No, Year:Senior, Age:19
ID:453, Name:Volvi, Major:ME, Enrollment:Yes, Year:Junior, Age:19
ID:273, Name:Gilad, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:19
ID:408, Name:Roniya, Major:CS, Enrollment:Yes, Year:Sophomore, Age:19
ID:583, Name:Satyam, Major:CHE, Enrollment:No, Year:Junior, Age:19
ID:375, Name:Harmonie, Major:CHE, Enrollment:No, Year:Sophomore, Age:19
ID:467, Name:Jalicia, Major:ABE, Enrollment:Yes, Year:Freshman, Age:19
ID:608, Name:Raden, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:19
ID:85, Name:Zachary, Major:AA, Enrollment:No, Year:Sophomore, Age:19
ID:707, Name:Breeley, Major:ME, Enrollment:No, Year:Junior, Age:19
ID:432, Name:Adelea, Major:CHE, Enrollment:Yes, Year:Senior, Age:19
ID:319, Name:Kahlee, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:19
ID:217, Name:Hinami, Major:CS, Enrollment:No, Year:Senior, Age:19
ID:704, Name:Dalyla, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:19
ID:552, Name:Elver, Major:IE, Enrollment:No, Year:Sophomore, Age:19
ID:187, Name:Roosevelt, Major:ME, Enrollment:No, Year:Senior, Age:19
ID:2, Name:Ocean, Major:ABE, Enrollment:No, Year:Junior, Age:19
ID:331, Name:Myanna, Major:ABE, Enrollment:No, Year:Junior, Age:19
ID:644, Name:Arliss, Major:IE, Enrollment:Yes, Year:Senior, Age:19
ID:327, Name:Jeven, Major:CS, Enrollment:No, Year:Freshman, Age:19
ID:31, Name:Attila, Major:CS, Enrollment:Yes, Year:Sophomore, Age:19
ID:199, Name:Sosefina, Major:CS, Enrollment:No, Year:Junior, Age:19
ID:213, Name:Sebastyan, Major:ME, Enrollment:No, Year:Sophomore, Age:19
ID:623, Name:Chaynce, Major:BME, Enrollment:No, Year:Senior, Age:19
ID:616, Name:Sophya, Major:AA, Enrollment:Yes, Year:Senior, Age:19
ID:89, Name:Maire, Major:ME, Enrollment:Yes, Year:Senior, Age:19
ID:311, Name:Annasophia, Major:CS, Enrollment:Yes, Year:Sophomore, Age:19
ID:622, Name:Tatelyn, Major:ME, Enrollment:No, Year:Senior, Age:19
ID:599, Name:Hovhannes, Major:CS, Enrollment:No, Year:Senior, Age:19
ID:287, Name:Caitlin, Major:AA, Enrollment:No, Year:Freshman, Age:19
ID:196, Name:Hani, Major:BME, Enrollment:Yes, Year:Senior, Age:19
ID:404, Name:Tali, Major:ABE, Enrollment:No, Year:Freshman, Age:20
ID:134, Name:Krayton, Major:AA, Enrollment:Yes, Year:Senior, Age:20
ID:41, Name:Susannah, Major:CS, Enrollment:Yes, Year:Junior, Age:20
ID:414, Name:Magdalynn, Major:ABE, Enrollment:Yes, Year:Freshman, Age:20
ID:520, Name:Lilia, Major:BME, Enrollment:No, Year:Sophomore, Age:20
ID:683, Name:Helene, Major:IE, Enrollment:No, Year:Sophomore, Age:20
ID:564, Name:Denia, Major:BME, Enrollment:Yes, Year:Freshman, Age:20
ID:647, Name:True, Major:IE, Enrollment:Yes, Year:Freshman, Age:20
ID:256, Name:Calvin, Major:ME, Enrollment:No, Year:Senior, Age:20
ID:514, Name:Hendy, Major:CHE, Enrollment:Yes, Year:Junior, Age:20
ID:688, Name:Zyon, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:20
ID:260, Name:Sammi, Major:ECE, Enrollment:No, Year:Junior, Age:20
ID:21, Name:Yehia, Major:CHE, Enrollment:Yes, Year:Freshman, Age:20
ID:544, Name:Eleen, Major:CHE, Enrollment:No, Year:Freshman, Age:20
ID:475, Name:Clea, Major:ABE, Enrollment:No, Year:Freshman, Age:20
ID:502, Name:Calum, Major:CHE, Enrollment:Yes, Year:Junior, Age:20
ID:166, Name:Seema, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:20
ID:53, Name:Zenon, Major:ME, Enrollment:No, Year:Sophomore, Age:20
ID:539, Name:Lincoln, Major:BME, Enrollment:Yes, Year:Senior, Age:20
ID:473, Name:Janari, Major:IE, Enrollment:Yes, Year:Junior, Age:20
ID:536, Name:Savino, Major:CHE, Enrollment:Yes, Year:Freshman, Age:20
ID:534, Name:Amarachukwu, Major:ABE, Enrollment:Yes, Year:Freshman, Age:20
ID:283, Name:Skylyn, Major:BME, Enrollment:Yes, Year:Senior, Age:20
ID:206, Name:Elaynah, Major:ECE, Enrollment:No, Year:Sophomore, Age:20
ID:205, Name:Candice, Major:IE, Enrollment:No, Year:Junior, Age:20
ID:626, Name:Igor, Major:BME, Enrollment:No, Year:Junior, Age:20
ID:195, Name:Greenleigh, Major:IE, Enrollment:No, Year:Sophomore, Age:20
ID:620, Name:Kaniah, Major:CS, Enrollment:Yes, Year:Junior, Age:20
ID:203, Name:Keston, Major:CHE, Enrollment:No, Year:Senior, Age:20
ID:297, Name:Zoey, Major:IE, Enrollment:No, Year:Junior, Age:20
ID:602, Name:Vaishvi, Major:ME, Enrollment:Yes, Year:Sophomore, Age:20
ID:652, Name:Alita, Major:ME, Enrollment:Yes, Year:Freshman, Age:20
ID:713, Name:Olivea, Major:ABE, Enrollment:Yes, Year:Freshman, Age:20
ID:280, Name:Jeriah, Major:BME, Enrollment:No, Year:Freshman, Age:20
ID:371, Name:Adallyn, Major:ME, Enrollment:Yes, Year:Senior, Age:20
ID:488, Name:Topher, Major:BME, Enrollment:Yes, Year:Junior, Age:20
ID:236, Name:Keedan, Major:BME, Enrollment:Yes, Year:Senior, Age:20
ID:486, Name:Daziyah, Major:ABE, Enrollment:Yes, Year:Senior, Age:20
ID:329, Name:Lissa, Major:IE, Enrollment:Yes, Year:Freshman, Age:21
ID:401, Name:Thabit, Major:BME, Enrollment:Yes, Year:Sophomore, Age:21
ID:561, Name:Sabryna, Major:ME, Enrollment:Yes, Year:Sophomore, Age:21
ID:17, Name:Ranveer, Major:IE, Enrollment:No, Year:Senior, Age:21
ID:511, Name:Meiling, Major:CHE, Enrollment:Yes, Year:Freshman, Age:21
ID:334, Name:Kambrey, Major:IE, Enrollment:No, Year:Freshman, Age:21
ID:293, Name:Naelani, Major:IE, Enrollment:Yes, Year:Sophomore, Age:21
ID:333, Name:Palyn, Major:ME, Enrollment:Yes, Year:Sophomore, Age:21
ID:98, Name:Millani, Major:BME, Enrollment:Yes, Year:Freshman, Age:21
ID:708, Name:Jandriel, Major:ECE, Enrollment:Yes, Year:Senior, Age:21
ID:550, Name:Graciee, Major:ECE, Enrollment:No, Year:Junior, Age:21
ID:47, Name:Ezekiel, Major:IE, Enrollment:Yes, Year:Junior, Age:21
ID:54, Name:Zahriah, Major:AA, Enrollment:No, Year:Senior, Age:21
ID:592, Name:Nailee, Major:ABE, Enrollment:Yes, Year:Freshman, Age:21
ID:543, Name:Kinan, Major:BME, Enrollment:No, Year:Junior, Age:21
ID:142, Name:Kyana, Major:CS, Enrollment:Yes, Year:Sophomore, Age:21
ID:581, Name:Jezabel, Major:BME, Enrollment:No, Year:Sophomore, Age:21
ID:586, Name:Kenidee, Major:ABE, Enrollment:No, Year:Junior, Age:21
ID:345, Name:Sabian, Major:IE, Enrollment:Yes, Year:Senior, Age:21
ID:346, Name:Jermiyah, Major:ECE, Enrollment:No, Year:Freshman, Age:21
ID:506, Name:Panav, Major:ABE, Enrollment:Yes, Year:Junior, Age:21
ID:634, Name:Broxton, Major:AA, Enrollment:No, Year:Senior, Age:21
ID:351, Name:Wrenn, Major:ME, Enrollment:Yes, Year:Senior, Age:21
ID:474, Name:Kashish, Major:IE, Enrollment:No, Year:Sophomore, Age:21
ID:288, Name:Virgilio, Major:ABE, Enrollment:Yes, Year:Freshman, Age:21
ID:480, Name:Aylin, Major:CS, Enrollment:Yes, Year:Freshman, Age:21
ID:18, Name:Caragh, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:21
ID:171, Name:Denarius, Major:AA, Enrollment:No, Year:Freshman, Age:21
ID:40, Name:Eleftherios, Major:ME, Enrollment:Yes, Year:Junior, Age:21
ID:100, Name:Meili, Major:ABE, Enrollment:No, Year:Sophomore, Age:21
ID:383, Name:Haygen, Major:ABE, Enrollment:Yes, Year:Junior, Age:21
ID:67, Name:Tramon, Major:ABE, Enrollment:Yes, Year:Junior, Age:21
ID:490, Name:Malon, Major:CS, Enrollment:Yes, Year:Junior, Age:22
ID:493, Name:Adeoluwa, Major:CHE, Enrollment:Yes, Year:Freshman, Age:22
ID:64, Name:Myracle, Major:CS, Enrollment:Yes, Year:Junior, Age:22
ID:39, Name:Safina, Major:CHE, Enrollment:Yes, Year:Senior, Age:22
ID:498, Name:Charles, Major:CS, Enrollment:No, Year:Junior, Age:22
ID:325, Name:Brynly, Major:ME, Enrollment:No, Year:Sophomore, Age:22
ID:629, Name:Teonna, Major:AA, Enrollment:Yes, Year:Freshman, Age:22
ID:335, Name:Golden, Major:ECE, Enrollment:Yes, Year:Junior, Age:22
ID:220, Name:Alayjah, Major:AA, Enrollment:Yes, Year:Sophomore, Age:22
ID:289, Name:Nicoletta, Major:ECE, Enrollment:No, Year:Freshman, Age:22
ID:347, Name:Ryla, Major:CS, Enrollment:No, Year:Senior, Age:22
ID:344, Name:Sidarth, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:22
ID:659, Name:Yanelly, Major:ABE, Enrollment:No, Year:Junior, Age:22
ID:337, Name:Rosy, Major:ABE, Enrollment:Yes, Year:Freshman, Age:22
ID:615, Name:Nneoma, Major:IE, Enrollment:No, Year:Freshman, Age:22
ID:268, Name:Asher, Major:AA, Enrollment:No, Year:Freshman, Age:22
ID:641, Name:Emalea, Major:ABE, Enrollment:Yes, Year:Junior, Age:22
ID:557, Name:Azekiel, Major:CHE, Enrollment:No, Year:Sophomore, Age:22
ID:253, Name:Lucymae, Major:AA, Enrollment:No, Year:Sophomore, Age:22
ID:224, Name:Kallin, Major:ECE, Enrollment:No, Year:Junior, Age:22
ID:653, Name:Shamarion, Major:IE, Enrollment:Yes, Year:Senior, Age:22
ID:649, Name:Gavino, Major:ABE, Enrollment:Yes, Year:Senior, Age:22
ID:238, Name:Larsen, Major:BME, Enrollment:Yes, Year:Senior, Age:22
ID:454, Name:Siraj, Major:CHE, Enrollment:No, Year:Junior, Age:22
ID:518, Name:Acie, Major:IE, Enrollment:No, Year:Freshman, Age:22
ID:600, Name:Delphine, Major:AA, Enrollment:No, Year:Freshman, Age:22
ID:686, Name:Benjamim, Major:CHE, Enrollment:No, Year:Freshman, Age:22
ID:129, Name:Bruin, Major:ECE, Enrollment:Yes, Year:Freshman, Age:22
ID:680, Name:Berkleigh, Major:AA, Enrollment:Yes, Year:Junior, Age:22
ID:78, Name:Danayah, Major:IE, Enrollment:Yes, Year:Sophomore, Age:22
ID:450, Name:Teyla, Major:BME, Enrollment:Yes, Year:Sophomore, Age:22
ID:515, Name:Elke, Major:CS, Enrollment:Yes, Year:Junior, Age:22
ID:99, Name:Damontay, Major:IE, Enrollment:Yes, Year:Senior, Age:22
ID:364, Name:Jarren, Major:AA, Enrollment:No, Year:Senior, Age:22
ID:379, Name:Lochlann, Major:CS, Enrollment:No, Year:Sophomore, Age:22
ID:607, Name:Saija, Major:ABE, Enrollment:No, Year:Senior, Age:22
ID:388, Name:Aries, Major:ME, Enrollment:No, Year:Freshman, Age:22
ID:382, Name:Erica, Major:AA, Enrollment:No, Year:Junior, Age:22
ID:556, Name:Audrena, Major:ME, Enrollment:No, Year:Junior, Age:23
ID:9, Name:Illianna, Major:CHE, Enrollment:No, Year:Sophomore, Age:23
ID:30, Name:Lucielle, Major:AA, Enrollment:No, Year:Junior, Age:23
ID:531, Name:Timon, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:23
ID:546, Name:Tinzley, Major:CHE, Enrollment:No, Year:Freshman, Age:23
ID:527, Name:Sarra, Major:ECE, Enrollment:No, Year:Sophomore, Age:23
ID:501, Name:Linsy, Major:ABE, Enrollment:No, Year:Senior, Age:23
ID:8, Name:Kin, Major:CHE, Enrollment:No, Year:Freshman, Age:23
ID:249, Name:Ellington, Major:IE, Enrollment:No, Year:Senior, Age:23
ID:324, Name:Nessiah, Major:AA, Enrollment:No, Year:Freshman, Age:23
ID:321, Name:Shrita, Major:CS, Enrollment:Yes, Year:Senior, Age:23
ID:417, Name:Arjuna, Major:ME, Enrollment:No, Year:Sophomore, Age:23
ID:411, Name:Kamaal, Major:ECE, Enrollment:No, Year:Junior, Age:23
ID:294, Name:Alexandros, Major:AA, Enrollment:No, Year:Freshman, Age:23
ID:429, Name:Mumtahina, Major:ECE, Enrollment:No, Year:Junior, Age:23
ID:212, Name:Venelope, Major:ABE, Enrollment:Yes, Year:Freshman, Age:23
ID:442, Name:Grayton, Major:ME, Enrollment:No, Year:Sophomore, Age:23
ID:354, Name:Aaris, Major:ME, Enrollment:Yes, Year:Freshman, Age:23
ID:173, Name:Henrick, Major:ME, Enrollment:No, Year:Junior, Age:23
ID:163, Name:Omni, Major:ME, Enrollment:No, Year:Junior, Age:23
ID:176, Name:Gerver, Major:BME, Enrollment:No, Year:Freshman, Age:23
ID:402, Name:Avrie, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:23
ID:397, Name:Hendy, Major:IE, Enrollment:Yes, Year:Freshman, Age:23
ID:365, Name:Soteria, Major:AA, Enrollment:Yes, Year:Junior, Age:23
ID:574, Name:Nimit, Major:ECE, Enrollment:No, Year:Freshman, Age:23
ID:58, Name:Eddison, Major:BME, Enrollment:No, Year:Freshman, Age:23
ID:269, Name:Shivan, Major:CS, Enrollment:Yes, Year:Sophomore, Age:23
ID:484, Name:Epiphany, Major:BME, Enrollment:Yes, Year:Junior, Age:23
ID:56, Name:Taegan, Major:CS, Enrollment:No, Year:Freshman, Age:23
ID:48, Name:Kensey, Major:CHE, Enrollment:No, Year:Freshman, Age:23
ID:44, Name:Oviya, Major:ECE, Enrollment:No, Year:Sophomore, Age:23
ID:455, Name:Myreen, Major:CS, Enrollment:Yes, Year:Freshman, Age:23
ID:532, Name:Jamier, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:24
ID:535, Name:Siriah, Major:CHE, Enrollment:No, Year:Senior, Age:24
ID:645, Name:Micky, Major:BME, Enrollment:Yes, Year:Sophomore, Age:24
ID:360, Name:Johnae, Major:CHE, Enrollment:No, Year:Junior, Age:24
ID:226, Name:Rhyla, Major:CHE, Enrollment:No, Year:Senior, Age:24
ID:312, Name:Dashiel, Major:ME, Enrollment:Yes, Year:Junior, Age:24
ID:271, Name:Quillan, Major:CHE, Enrollment:Yes, Year:Senior, Age:24
ID:281, Name:Caylei, Major:ECE, Enrollment:No, Year:Junior, Age:24
ID:259, Name:Dorien, Major:BME, Enrollment:Yes, Year:Freshman, Age:24
ID:657, Name:Naloni, Major:ABE, Enrollment:No, Year:Freshman, Age:24
ID:270, Name:Jehiel, Major:IE, Enrollment:Yes, Year:Junior, Age:24
ID:497, Name:Nikola, Major:CHE, Enrollment:Yes, Year:Junior, Age:24
ID:72, Name:Kary, Major:CS, Enrollment:Yes, Year:Senior, Age:24
ID:569, Name:Luella, Major:CS, Enrollment:Yes, Year:Junior, Age:24
ID:462, Name:Amyrah, Major:AA, Enrollment:No, Year:Senior, Age:24
ID:110, Name:Joselynn, Major:ECE, Enrollment:No, Year:Senior, Age:24
ID:444, Name:Dliyah, Major:ECE, Enrollment:No, Year:Sophomore, Age:24
ID:435, Name:Alie, Major:AA, Enrollment:Yes, Year:Freshman, Age:24
ID:97, Name:Aubri, Major:BME, Enrollment:Yes, Year:Sophomore, Age:24
ID:35, Name:Temidayo, Major:ECE, Enrollment:Yes, Year:Senior, Age:24
ID:573, Name:Jeyson, Major:BME, Enrollment:No, Year:Senior, Age:24
ID:63, Name:Jayvin, Major:ECE, Enrollment:Yes, Year:Junior, Age:24
ID:153, Name:Naphtali, Major:CS, Enrollment:No, Year:Sophomore, Age:24
ID:419, Name:Firdaws, Major:IE, Enrollment:Yes, Year:Junior, Age:24
ID:128, Name:Ariston, Major:IE, Enrollment:Yes, Year:Sophomore, Age:24
ID:526, Name:Onesimo, Major:ECE, Enrollment:Yes, Year:Freshman, Age:24
ID:606, Name:Khali, Major:AA, Enrollment:No, Year:Junior, Age:24
ID:559, Name:Kayal, Major:IE, Enrollment:No, Year:Sophomore, Age:25
ID:610, Name:Jazmyn, Major:ME, Enrollment:No, Year:Freshman, Age:25
ID:672, Name:Sena, Major:ECE, Enrollment:No, Year:Sophomore, Age:25
ID:689, Name:Allaina, Major:ECE, Enrollment:Yes, Year:Senior, Age:25
ID:656, Name:Dalen, Major:IE, Enrollment:No, Year:Junior, Age:25
ID:712, Name:Jahari, Major:ECE, Enrollment:Yes, Year:Senior, Age:25
ID:720, Name:Reiley, Major:AA, Enrollment:Yes, Year:Sophomore, Age:25
ID:244, Name:Isaiyah, Major:ABE, Enrollment:Yes, Year:Freshman, Age:25
ID:57, Name:Koltin, Major:CS, Enrollment:Yes, Year:Junior, Age:25
ID:177, Name:Tasha, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:25
ID:330, Name:Ahnalia, Major:ME, Enrollment:Yes, Year:Junior, Age:25
ID:245, Name:Lillah, Major:IE, Enrollment:No, Year:Freshman, Age:25
ID:320, Name:Palyn, Major:IE, Enrollment:No, Year:Junior, Age:25
ID:471, Name:Imron, Major:AA, Enrollment:No, Year:Sophomore, Age:25
ID:81, Name:Calli, Major:BME, Enrollment:Yes, Year:Freshman, Age:25
ID:75, Name:Durga, Major:ABE, Enrollment:Yes, Year:Junior, Age:25
ID:368, Name:Ellington, Major:IE, Enrollment:Yes, Year:Sophomore, Age:25
ID:495, Name:Pryce, Major:ECE, Enrollment:No, Year:Sophomore, Age:25
ID:387, Name:Dillen, Major:AA, Enrollment:Yes, Year:Junior, Age:25
ID:285, Name:Ashton, Major:AA, Enrollment:Yes, Year:Freshman, Age:25
ID:452, Name:Snyder, Major:AA, Enrollment:No, Year:Sophomore, Age:25
ID:14, Name:Arianni, Major:BME, Enrollment:Yes, Year:Freshman, Age:25
ID:161, Name:Aariyah, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:25
ID:10, Name:Kaiulani, Major:BME, Enrollment:Yes, Year:Sophomore, Age:25
ID:42, Name:Annette, Major:BME, Enrollment:No, Year:Sophomore, Age:25
ID:174, Name:Aniston, Major:IE, Enrollment:No, Year:Junior, Age:25
ID:315, Name:Jahquan, Major:ABE, Enrollment:No, Year:Freshman, Age:25
ID:135, Name:Vihas, Major:ECE, Enrollment:Yes, Year:Junior, Age:25
ID:605, Name:Sequoia, Major:BME, Enrollment:Yes, Year:Senior, Age:26
ID:169, Name:Averee, Major:CHE, Enrollment:Yes, Year:Senior, Age:26
ID:660, Name:Kenroy, Major:AA, Enrollment:No, Year:Junior, Age:26
ID:399, Name:Alesa, Major:ECE, Enrollment:Yes, Year:Freshman, Age:26
ID:157, Name:Kayleen, Major:IE, Enrollment:No, Year:Freshman, Age:26
ID:310, Name:Liya, Major:ME, Enrollment:Yes, Year:Junior, Age:26
ID:277, Name:Roslynn, Major:AA, Enrollment:No, Year:Senior, Age:26
ID:254, Name:Kannon, Major:BME, Enrollment:No, Year:Sophomore, Age:26
ID:298, Name:Roque, Major:ABE, Enrollment:No, Year:Junior, Age:26
ID:632, Name:Haggai, Major:ECE, Enrollment:No, Year:Freshman, Age:26
ID:198, Name:Jahniya, Major:CS, Enrollment:Yes, Year:Senior, Age:26
ID:655, Name:Xavier, Major:IE, Enrollment:No, Year:Senior, Age:26
ID:374, Name:Mehmet, Major:CS, Enrollment:Yes, Year:Junior, Age:26
ID:239, Name:Oliva, Major:AA, Enrollment:No, Year:Junior, Age:26
ID:372, Name:Rutledge, Major:ECE, Enrollment:No, Year:Junior, Age:26
ID:295, Name:Booker, Major:BME, Enrollment:No, Year:Sophomore, Age:26
ID:508, Name:Issa, Major:ECE, Enrollment:No, Year:Junior, Age:26
ID:494, Name:Errick, Major:CS, Enrollment:Yes, Year:Sophomore, Age:26
ID:43, Name:Yeimy, Major:CHE, Enrollment:Yes, Year:Freshman, Age:26
ID:90, Name:Miangel, Major:AA, Enrollment:Yes, Year:Senior, Age:26
ID:697, Name:Summit, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:26
ID:693, Name:Denari, Major:BME, Enrollment:No, Year:Sophomore, Age:26
ID:12, Name:Amias, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:26
ID:32, Name:Briyith, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:26
ID:566, Name:Kennen, Major:ECE, Enrollment:No, Year:Freshman, Age:26
ID:565, Name:Destiny, Major:ECE, Enrollment:No, Year:Senior, Age:26
ID:139, Name:Roshawn, Major:ABE, Enrollment:No, Year:Freshman, Age:26
ID:466, Name:Elizbeth, Major:AA, Enrollment:Yes, Year:Freshman, Age:26
ID:131, Name:Kymani, Major:IE, Enrollment:No, Year:Senior, Age:26
ID:678, Name:Jianni, Major:CHE, Enrollment:Yes, Year:Junior, Age:26
ID:460, Name:Javon, Major:BME, Enrollment:No, Year:Freshman, Age:26
ID:24, Name:Eona, Major:BME, Enrollment:No, Year:Junior, Age:27
ID:274, Name:Jireh, Major:ME, Enrollment:No, Year:Senior, Age:27
ID:164, Name:Rayvyn, Major:BME, Enrollment:Yes, Year:Senior, Age:27
ID:38, Name:Ellyanna, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:27
ID:248, Name:Blaike, Major:ECE, Enrollment:No, Year:Junior, Age:27
ID:158, Name:Kosei, Major:CHE, Enrollment:Yes, Year:Freshman, Age:27
ID:290, Name:Erasmo, Major:CS, Enrollment:Yes, Year:Sophomore, Age:27
ID:4, Name:Jordon, Major:ME, Enrollment:Yes, Year:Freshman, Age:27
ID:19, Name:Dameer, Major:ECE, Enrollment:No, Year:Senior, Age:27
ID:279, Name:Jaeda, Major:BME, Enrollment:No, Year:Senior, Age:27
ID:13, Name:Kaile, Major:AA, Enrollment:Yes, Year:Junior, Age:27
ID:178, Name:Reham, Major:BME, Enrollment:Yes, Year:Sophomore, Age:27
ID:95, Name:Magdeline, Major:BME, Enrollment:No, Year:Junior, Age:27
ID:108, Name:Harlie, Major:ECE, Enrollment:No, Year:Senior, Age:27
ID:116, Name:Joslin, Major:BME, Enrollment:No, Year:Senior, Age:27
ID:126, Name:Khanh, Major:AA, Enrollment:Yes, Year:Freshman, Age:27
ID:181, Name:Lamia, Major:ECE, Enrollment:Yes, Year:Senior, Age:27
ID:186, Name:Zachary, Major:ABE, Enrollment:Yes, Year:Junior, Age:27
ID:246, Name:Evalina, Major:CHE, Enrollment:Yes, Year:Freshman, Age:27
ID:170, Name:Kamille, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:27
ID:703, Name:Lamis, Major:CS, Enrollment:No, Year:Sophomore, Age:27
ID:662, Name:Braya, Major:ECE, Enrollment:No, Year:Freshman, Age:27
ID:232, Name:Yashar, Major:ECE, Enrollment:No, Year:Freshman, Age:27
ID:80, Name:Harbour, Major:IE, Enrollment:Yes, Year:Senior, Age:27
ID:553, Name:Jasyah, Major:ABE, Enrollment:Yes, Year:Junior, Age:27
ID:433, Name:Majed, Major:ABE, Enrollment:No, Year:Sophomore, Age:27
ID:522, Name:Zakaiya, Major:CHE, Enrollment:Yes, Year:Senior, Age:27
ID:521, Name:Aleysha, Major:CS, Enrollment:No, Year:Sophomore, Age:27
ID:519, Name:Jocelyne, Major:ABE, Enrollment:Yes, Year:Junior, Age:27
ID:376, Name:Ozioma, Major:CHE, Enrollment:Yes, Year:Senior, Age:27
ID:391, Name:Jarren, Major:AA, Enrollment:No, Year:Senior, Age:27
ID:390, Name:Dayleen, Major:ABE, Enrollment:No, Year:Senior, Age:27
ID:530, Name:Shadia, Major:CHE, Enrollment:Yes, Year:Freshman, Age:27
ID:571, Name:Kaicee, Major:ECE, Enrollment:Yes, Year:Junior, Age:27
ID:503, Name:Brayden, Major:IE, Enrollment:Yes, Year:Freshman, Age:27
ID:577, Name:Addasyn, Major:ECE, Enrollment:No, Year:Junior, Age:27
ID:438, Name:Janitza, Major:ABE, Enrollment:No, Year:Junior, Age:27
ID:516, Name:Ogheneruno, Major:AA, Enrollment:Yes, Year:Freshman, Age:27
ID:445, Name:Ariana, Major:BME, Enrollment:Yes, Year:Junior, Age:27
ID:492, Name:Marilou, Major:BME, Enrollment:Yes, Year:Senior, Age:27
ID:307, Name:Eymen, Major:ECE, Enrollment:No, Year:Senior, Age:27
ID:627, Name:Price, Major:IE, Enrollment:No, Year:Junior, Age:27
ID:624, Name:Adrienna, Major:IE, Enrollment:Yes, Year:Sophomore, Age:27
ID:301, Name:Korryn, Major:BME, Enrollment:No, Year:Junior, Age:27
ID:448, Name:Roseli, Major:IE, Enrollment:Yes, Year:Freshman, Age:28
ID:590, Name:Sharlotte, Major:IE, Enrollment:No, Year:Sophomore, Age:28
ID:469, Name:Jihan, Major:ABE, Enrollment:No, Year:Junior, Age:28
ID:465, Name:Arya, Major:IE, Enrollment:No, Year:Junior, Age:28
ID:286, Name:Rital, Major:CS, Enrollment:No, Year:Sophomore, Age:28
ID:152, Name:Nahomy, Major:ME, Enrollment:No, Year:Junior, Age:28
ID:673, Name:Laziyah, Major:AA, Enrollment:Yes, Year:Senior, Age:28
ID:144, Name:Amire, Major:AA, Enrollment:No, Year:Senior, Age:28
ID:149, Name:Andersson, Major:ECE, Enrollment:Yes, Year:Freshman, Age:28
ID:155, Name:Jeyren, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:28
ID:691, Name:Taji, Major:CHE, Enrollment:No, Year:Senior, Age:28
ID:478, Name:Maila, Major:BME, Enrollment:Yes, Year:Junior, Age:28
ID:96, Name:Yarel, Major:ECE, Enrollment:Yes, Year:Freshman, Age:28
ID:93, Name:Alfie, Major:AA, Enrollment:No, Year:Junior, Age:28
ID:694, Name:Padraig, Major:ECE, Enrollment:No, Year:Junior, Age:28
ID:702, Name:Jomar, Major:IE, Enrollment:Yes, Year:Freshman, Age:28
ID:113, Name:Nusaiba, Major:IE, Enrollment:No, Year:Freshman, Age:28
ID:73, Name:Adorian, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:28
ID:102, Name:Cicilia, Major:CHE, Enrollment:No, Year:Junior, Age:28
ID:103, Name:Yojan, Major:CHE, Enrollment:No, Year:Junior, Age:28
ID:105, Name:Macklin, Major:BME, Enrollment:Yes, Year:Senior, Age:28
ID:357, Name:Embree, Major:CHE, Enrollment:No, Year:Senior, Age:28
ID:211, Name:Navee, Major:IE, Enrollment:No, Year:Junior, Age:28
ID:349, Name:Emmelyn, Major:BME, Enrollment:No, Year:Freshman, Age:28
ID:247, Name:Ayedan, Major:BME, Enrollment:Yes, Year:Freshman, Age:28
