ID:196, Name:Camya, Major:AA, Enrollment:No, Year:Senior, Age:10
ID:72, Name:Niema, Major:AA, Enrollment:No, Year:Junior, Age:21
ID:589, Name:Dovid, Major:AA, Enrollment:Yes, Year:Senior, Age:21
ID:305, Name:Barnabas, Major:ABE, Enrollment:Yes, Year:Junior, Age:21
ID:281, Name:Field, Major:CS, Enrollment:No, Year:Sophomore, Age:21
ID:565, Name:Aubreyella, Major:CHE, Enrollment:No, Year:Senior, Age:21
ID:279, Name:Jevaeh, Major:BME, Enrollment:No, Year:Freshman, Age:21
ID:332, Name:Annabell, Major:AA, Enrollment:No, Year:Sophomore, Age:21
ID:290, Name:Lanyah, Major:ME, Enrollment:No, Year:Sophomore, Age:21
ID:74, Name:Brina, Major:IE, Enrollment:No, Year:Freshman, Age:21
ID:70, Name:Roman, Major:IE, Enrollment:Yes, Year:Freshman, Age:21
ID:64, Name:Akeen, Major:IE, Enrollment:No, Year:Freshman, Age:21
ID:228, Name:Carlisle, Major:ABE, Enrollment:No, Year:Freshman, Age:22
ID:389, Name:Amreen, Major:CS, Enrollment:No, Year:Freshman, Age:22
ID:571, Name:Jalena, Major:ABE, Enrollment:No, Year:Freshman, Age:22
ID:69, Name:Fazal, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:22
ID:136, Name:Kaleyah, Major:CS, Enrollment:Yes, Year:Senior, Age:22
ID:139, Name:Catalina, Major:AA, Enrollment:No, Year:Senior, Age:22
ID:496, Name:Aubrey, Major:CS, Enrollment:No, Year:Senior, Age:22
ID:380, Name:Josaiah, Major:CS, Enrollment:Yes, Year:Sophomore, Age:22
ID:243, Name:Yurianna, Major:BME, Enrollment:Yes, Year:Senior, Age:22
ID:10, Name:Jackson, Major:AA, Enrollment:No, Year:Sophomore, Age:22
ID:42, Name:Aybel, Major:IE, Enrollment:Yes, Year:Junior, Age:22
ID:458, Name:Marilla, Major:CHE, Enrollment:No, Year:Sophomore, Age:22
ID:410, Name:Mahmood, Major:CHE, Enrollment:No, Year:Sophomore, Age:22
ID:432, Name:Averii, Major:ECE, Enrollment:Yes, Year:Junior, Age:22
ID:435, Name:Rushika, Major:IE, Enrollment:Yes, Year:Sophomore, Age:22
ID:56, Name:Zeyla, Major:CS, Enrollment:Yes, Year:Freshman, Age:22
ID:55, Name:Yann, Major:AA, Enrollment:Yes, Year:Senior, Age:22
ID:179, Name:Jamauri, Major:ECE, Enrollment:Yes, Year:Senior, Age:22
ID:300, Name:Alessandro, Major:ECE, Enrollment:Yes, Year:Freshman, Age:22
ID:407, Name:Anastacia, Major:ABE, Enrollment:No, Year:Senior, Age:22
ID:14, Name:Aniceto, Major:BME, Enrollment:No, Year:Junior, Age:22
ID:556, Name:Ananda, Major:CS, Enrollment:Yes, Year:Sophomore, Age:22
ID:511, Name:Kaedynce, Major:CHE, Enrollment:Yes, Year:Junior, Age:22
ID:365, Name:Indiana, Major:ME, Enrollment:No, Year:Senior, Age:22
ID:341, Name:Keaton, Major:BME, Enrollment:Yes, Year:Sophomore, Age:22
ID:260, Name:Collyns, Major:IE, Enrollment:Yes, Year:Sophomore, Age:22
ID:37, Name:Samhitha, Major:ABE, Enrollment:No, Year:Sophomore, Age:22
ID:97, Name:Wendy, Major:IE, Enrollment:No, Year:Senior, Age:22
ID:99, Name:Reggie, Major:BME, Enrollment:Yes, Year:Freshman, Age:22
ID:560, Name:Caleb, Major:CHE, Enrollment:Yes, Year:Junior, Age:22
ID:442, Name:Noria, Major:ECE, Enrollment:No, Year:Senior, Age:23
ID:438, Name:Kamarie, Major:BME, Enrollment:No, Year:Sophomore, Age:23
ID:62, Name:Anapaula, Major:ME, Enrollment:Yes, Year:Sophomore, Age:23
ID:398, Name:Schneur, Major:ABE, Enrollment:No, Year:Junior, Age:23
ID:576, Name:Alayne, Major:CS, Enrollment:No, Year:Freshman, Age:23
ID:423, Name:Sadee, Major:AA, Enrollment:No, Year:Junior, Age:23
ID:181, Name:Mylie, Major:AA, Enrollment:No, Year:Sophomore, Age:23
ID:189, Name:Ilija, Major:BME, Enrollment:No, Year:Junior, Age:23
ID:348, Name:Davarius, Major:IE, Enrollment:No, Year:Junior, Age:23
ID:184, Name:Devon, Major:CS, Enrollment:Yes, Year:Junior, Age:23
ID:261, Name:Cadie, Major:ECE, Enrollment:Yes, Year:Junior, Age:23
ID:208, Name:Ashaan, Major:ABE, Enrollment:No, Year:Sophomore, Age:23
ID:270, Name:Avelyn, Major:BME, Enrollment:No, Year:Sophomore, Age:23
ID:263, Name:Ellamae, Major:CHE, Enrollment:No, Year:Senior, Age:23
ID:463, Name:Kaler, Major:ECE, Enrollment:No, Year:Freshman, Age:23
ID:186, Name:Lynnleigh, Major:AA, Enrollment:No, Year:Junior, Age:23
ID:24, Name:Livia, Major:BME, Enrollment:No, Year:Freshman, Age:23
ID:367, Name:Destiney, Major:AA, Enrollment:No, Year:Junior, Age:23
ID:337, Name:Issam, Major:IE, Enrollment:Yes, Year:Senior, Age:23
ID:232, Name:Anasophia, Major:ME, Enrollment:Yes, Year:Junior, Age:23
ID:515, Name:Laniya, Major:ABE, Enrollment:Yes, Year:Senior, Age:23
ID:286, Name:Tyreke, Major:BME, Enrollment:Yes, Year:Freshman, Age:23
ID:326, Name:Kaiea, Major:ME, Enrollment:No, Year:Senior, Age:23
ID:240, Name:Hedy, Major:CHE, Enrollment:No, Year:Junior, Age:23
ID:428, Name:Bilen, Major:ABE, Enrollment:Yes, Year:Freshman, Age:23
ID:28, Name:Andry, Major:BME, Enrollment:Yes, Year:Senior, Age:23
ID:485, Name:Sophi, Major:CHE, Enrollment:No, Year:Senior, Age:23
ID:224, Name:Bennet, Major:ME, Enrollment:No, Year:Sophomore, Age:23
ID:566, Name:Keelyn, Major:ECE, Enrollment:No, Year:Junior, Age:23
ID:484, Name:Dhanya, Major:IE, Enrollment:No, Year:Senior, Age:23
ID:318, Name:Kiyanna, Major:CS, Enrollment:No, Year:Freshman, Age:23
ID:517, Name:Giavonni, Major:BME, Enrollment:No, Year:Sophomore, Age:23
ID:140, Name:Aubrina, Major:BME, Enrollment:No, Year:Freshman, Age:23
ID:437, Name:Airabella, Major:ME, Enrollment:No, Year:Freshman, Age:23
ID:115, Name:Sheba, Major:BME, Enrollment:Yes, Year:Sophomore, Age:23
ID:541, Name:Lilyannah, Major:BME, Enrollment:Yes, Year:Sophomore, Age:24
ID:84, Name:Bacilio, Major:BME, Enrollment:Yes, Year:Senior, Age:24
ID:21, Name:Linux, Major:CS, Enrollment:No, Year:Senior, Age:24
ID:141, Name:Livier, Major:ABE, Enrollment:No, Year:Senior, Age:24
ID:132, Name:Hanika, Major:AA, Enrollment:No, Year:Junior, Age:24
ID:144, Name:Liliani, Major:ME, Enrollment:Yes, Year:Freshman, Age:24
ID:481, Name:Raiden, Major:IE, Enrollment:No, Year:Senior, Age:24
ID:67, Name:Aj, Major:CHE, Enrollment:No, Year:Sophomore, Age:24
ID:128, Name:Micha, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:24
ID:449, Name:Dayceon, Major:CS, Enrollment:No, Year:Senior, Age:24
ID:90, Name:Jalina, Major:AA, Enrollment:Yes, Year:Sophomore, Age:24
ID:92, Name:Onesimus, Major:ABE, Enrollment:No, Year:Senior, Age:24
ID:476, Name:Loay, Major:ABE, Enrollment:Yes, Year:Freshman, Age:24
ID:63, Name:Geovany, Major:ECE, Enrollment:No, Year:Junior, Age:24
ID:173, Name:Acelyn, Major:CHE, Enrollment:No, Year:Senior, Age:24
ID:302, Name:Kambrey, Major:CHE, Enrollment:No, Year:Freshman, Age:24
ID:401, Name:Jissel, Major:BME, Enrollment:Yes, Year:Senior, Age:24
ID:425, Name:Belle, Major:IE, Enrollment:No, Year:Junior, Age:24
ID:363, Name:Jiraiya, Major:CHE, Enrollment:Yes, Year:Senior, Age:24
ID:353, Name:Noelle, Major:CS, Enrollment:Yes, Year:Senior, Age:24
ID:346, Name:Aidenn, Major:IE, Enrollment:No, Year:Sophomore, Age:24
ID:396, Name:Zeriah, Major:CHE, Enrollment:No, Year:Freshman, Age:24
ID:234, Name:Everette, Major:AA, Enrollment:Yes, Year:Sophomore, Age:24
ID:390, Name:Dawood, Major:BME, Enrollment:No, Year:Sophomore, Age:24
ID:382, Name:Kinzlee, Major:BME, Enrollment:No, Year:Freshman, Age:24
ID:219, Name:Lohgan, Major:IE, Enrollment:Yes, Year:Senior, Age:25
ID:360, Name:Brianda, Major:IE, Enrollment:No, Year:Junior, Age:25
ID:272, Name:Yohann, Major:ABE, Enrollment:No, Year:Senior, Age:25
ID:339, Name:Izack, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:25
ID:350, Name:Polly, Major:ABE, Enrollment:No, Year:Sophomore, Age:25
ID:473, Name:Aryel, Major:ABE, Enrollment:Yes, Year:Junior, Age:25
ID:545, Name:Teegan, Major:ECE, Enrollment:No, Year:Sophomore, Age:25
ID:207, Name:Adyn, Major:CS, Enrollment:No, Year:Sophomore, Age:25
ID:19, Name:Destyn, Major:ECE, Enrollment:No, Year:Freshman, Age:25
ID:27, Name:Alayiah, Major:IE, Enrollment:Yes, Year:Sophomore, Age:25
ID:514, Name:Kylin, Major:ME, Enrollment:No, Year:Sophomore, Age:25
ID:501, Name:Izara, Major:BME, Enrollment:Yes, Year:Senior, Age:25
ID:231, Name:Zyrell, Major:IE, Enrollment:Yes, Year:Junior, Age:25
ID:482, Name:Aaniyah, Major:CS, Enrollment:No, Year:Junior, Age:25
ID:361, Name:Arison, Major:CS, Enrollment:No, Year:Freshman, Age:25
ID:34, Name:Halen, Major:ME, Enrollment:Yes, Year:Senior, Age:25
ID:151, Name:Malya, Major:ME, Enrollment:No, Year:Junior, Age:25
ID:489, Name:Srithik, Major:BME, Enrollment:Yes, Year:Freshman, Age:25
ID:153, Name:Jamirra, Major:BME, Enrollment:Yes, Year:Junior, Age:25
ID:237, Name:Renita, Major:AA, Enrollment:Yes, Year:Sophomore, Age:25
ID:583, Name:Irah, Major:CS, Enrollment:Yes, Year:Sophomore, Age:25
ID:581, Name:Nor, Major:BME, Enrollment:No, Year:Senior, Age:25
ID:52, Name:Berny, Major:IE, Enrollment:Yes, Year:Junior, Age:25
ID:44, Name:Layanna, Major:BME, Enrollment:Yes, Year:Senior, Age:25
ID:416, Name:Erma, Major:IE, Enrollment:No, Year:Senior, Age:25
ID:419, Name:Kirkland, Major:CS, Enrollment:Yes, Year:Freshman, Age:25
ID:295, Name:Rashawn, Major:ECE, Enrollment:No, Year:Junior, Age:25
ID:187, Name:Makiyla, Major:ME, Enrollment:No, Year:Junior, Age:25
ID:198, Name:Joanny, Major:AA, Enrollment:Yes, Year:Freshman, Age:25
ID:599, Name:Mehak, Major:CHE, Enrollment:Yes, Year:Junior, Age:25
ID:197, Name:Brasen, Major:CHE, Enrollment:No, Year:Freshman, Age:25
ID:422, Name:Basel, Major:AA, Enrollment:No, Year:Senior, Age:25
ID:436, Name:Berklee, Major:BME, Enrollment:Yes, Year:Freshman, Age:25
ID:598, Name:Cerinity, Major:ECE, Enrollment:Yes, Year:Freshman, Age:25
ID:304, Name:Avacyn, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:25
ID:78, Name:Ariez, Major:ABE, Enrollment:No, Year:Freshman, Age:25
ID:185, Name:Naftali, Major:AA, Enrollment:Yes, Year:Junior, Age:25
ID:456, Name:Jenavieve, Major:ECE, Enrollment:No, Year:Freshman, Age:25
ID:77, Name:Mylie, Major:ME, Enrollment:No, Year:Sophomore, Age:25
ID:343, Name:Anaeli, Major:ECE, Enrollment:No, Year:Freshman, Age:26
ID:548, Name:Dshaun, Major:ECE, Enrollment:No, Year:Freshman, Age:26
ID:83, Name:Amran, Major:BME, Enrollment:Yes, Year:Freshman, Age:26
ID:53, Name:Deklen, Major:ECE, Enrollment:Yes, Year:Freshman, Age:26
ID:2, Name:Mussie, Major:AA, Enrollment:Yes, Year:Sophomore, Age:26
ID:271, Name:Talyah, Major:ECE, Enrollment:Yes, Year:Junior, Age:26
ID:553, Name:Edyn, Major:IE, Enrollment:Yes, Year:Sophomore, Age:26
ID:81, Name:Koy, Major:ME, Enrollment:No, Year:Senior, Age:26
ID:502, Name:Laysha, Major:BME, Enrollment:Yes, Year:Senior, Age:26
ID:568, Name:Ruwaida, Major:BME, Enrollment:No, Year:Senior, Age:26
ID:327, Name:Siyon, Major:IE, Enrollment:No, Year:Senior, Age:26
ID:98, Name:Inayat, Major:ECE, Enrollment:Yes, Year:Freshman, Age:26
ID:294, Name:Julieth, Major:CS, Enrollment:No, Year:Junior, Age:26
ID:91, Name:Azriel, Major:CHE, Enrollment:Yes, Year:Junior, Age:26
ID:7, Name:Janny, Major:ME, Enrollment:No, Year:Senior, Age:26
ID:543, Name:Briseyda, Major:ABE, Enrollment:No, Year:Junior, Age:26
ID:564, Name:Mahir, Major:ME, Enrollment:No, Year:Junior, Age:26
ID:296, Name:Jacey, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:26
ID:526, Name:Tyion, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:26
ID:267, Name:Ora, Major:AA, Enrollment:Yes, Year:Freshman, Age:26
ID:114, Name:Ailena, Major:CHE, Enrollment:No, Year:Senior, Age:26
ID:429, Name:Nava, Major:ECE, Enrollment:Yes, Year:Senior, Age:26
ID:11, Name:Ruwaida, Major:CS, Enrollment:No, Year:Senior, Age:26
ID:475, Name:Jaelin, Major:CS, Enrollment:Yes, Year:Sophomore, Age:26
ID:190, Name:Mame, Major:CHE, Enrollment:No, Year:Senior, Age:26
ID:203, Name:Kaia, Major:ECE, Enrollment:Yes, Year:Junior, Age:26
ID:212, Name:Daron, Major:ABE, Enrollment:Yes, Year:Freshman, Age:26
ID:451, Name:Shenouda, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:26
ID:213, Name:Rubee, Major:BME, Enrollment:Yes, Year:Junior, Age:26
ID:155, Name:Theodore, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:26
ID:408, Name:Alano, Major:IE, Enrollment:Yes, Year:Sophomore, Age:26
ID:409, Name:Winslet, Major:ECE, Enrollment:No, Year:Senior, Age:26
ID:454, Name:Elzie, Major:CHE, Enrollment:No, Year:Sophomore, Age:26
ID:355, Name:Khalyl, Major:CS, Enrollment:Yes, Year:Junior, Age:27
ID:478, Name:Omarion, Major:BME, Enrollment:No, Year:Junior, Age:27
ID:397, Name:Malyiah, Major:IE, Enrollment:No, Year:Junior, Age:27
ID:262, Name:Judson, Major:CHE, Enrollment:No, Year:Freshman, Age:27
ID:321, Name:Audrianna, Major:ECE, Enrollment:Yes, Year:Senior, Age:27
ID:101, Name:Olli, Major:ECE, Enrollment:No, Year:Freshman, Age:27
ID:291, Name:Mahlani, Major:ME, Enrollment:Yes, Year:Freshman, Age:27
ID:340, Name:Yona, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:27
ID:18, Name:Jerren, Major:CS, Enrollment:Yes, Year:Senior, Age:27
ID:331, Name:Vanessa, Major:CS, Enrollment:No, Year:Sophomore, Age:27
ID:555, Name:Kenley, Major:ABE, Enrollment:Yes, Year:Junior, Age:27
ID:275, Name:Zedrick, Major:AA, Enrollment:No, Year:Senior, Age:27
ID:322, Name:Keldan, Major:CHE, Enrollment:No, Year:Senior, Age:27
ID:414, Name:Jaedynn, Major:AA, Enrollment:Yes, Year:Senior, Age:27
ID:87, Name:Ellyott, Major:AA, Enrollment:No, Year:Senior, Age:27
ID:547, Name:Koki, Major:ME, Enrollment:Yes, Year:Junior, Age:27
ID:467, Name:Melat, Major:CS, Enrollment:Yes, Year:Freshman, Age:27
ID:278, Name:Heartly, Major:IE, Enrollment:No, Year:Senior, Age:27
ID:413, Name:Tod, Major:BME, Enrollment:Yes, Year:Senior, Age:27
ID:421, Name:Javis, Major:BME, Enrollment:No, Year:Senior, Age:27
ID:592, Name:Katja, Major:CS, Enrollment:Yes, Year:Junior, Age:27
ID:123, Name:Sakari, Major:ABE, Enrollment:Yes, Year:Junior, Age:27
ID:120, Name:Jeury, Major:CS, Enrollment:No, Year:Junior, Age:27
ID:46, Name:Kanijah, Major:ME, Enrollment:No, Year:Junior, Age:27
ID:227, Name:Charvi, Major:AA, Enrollment:Yes, Year:Senior, Age:27
ID:597, Name:Luciano, Major:AA, Enrollment:No, Year:Senior, Age:27
ID:376, Name:Lillyrose, Major:AA, Enrollment:No, Year:Junior, Age:27
ID:426, Name:Liyat, Major:AA, Enrollment:Yes, Year:Junior, Age:27
ID:23, Name:Moiz, Major:CS, Enrollment:No, Year:Sophomore, Age:27
ID:415, Name:Siriah, Major:AA, Enrollment:No, Year:Senior, Age:27
ID:420, Name:Kelton, Major:ME, Enrollment:No, Year:Sophomore, Age:27
ID:315, Name:Nyzir, Major:BME, Enrollment:No, Year:Junior, Age:27
ID:117, Name:Ramir, Major:CHE, Enrollment:No, Year:Sophomore, Age:27
ID:483, Name:Delila, Major:AA, Enrollment:No, Year:Senior, Age:27
ID:297, Name:Dionicio, Major:BME, Enrollment:Yes, Year:Senior, Age:27
ID:486, Name:Tahari, Major:BME, Enrollment:Yes, Year:Sophomore, Age:27
ID:41, Name:Miamor, Major:AA, Enrollment:No, Year:Senior, Age:28
ID:335, Name:Elilah, Major:IE, Enrollment:No, Year:Senior, Age:28
ID:3, Name:Lium, Major:BME, Enrollment:Yes, Year:Sophomore, Age:28
ID:61, Name:Caridad, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:28
ID:440, Name:Wilco, Major:BME, Enrollment:No, Year:Freshman, Age:28
ID:301, Name:Grettel, Major:AA, Enrollment:Yes, Year:Junior, Age:28
ID:582, Name:Kash, Major:BME, Enrollment:Yes, Year:Junior, Age:28
ID:195, Name:Jayveion, Major:CS, Enrollment:Yes, Year:Junior, Age:28
ID:276, Name:Kirra, Major:ABE, Enrollment:No, Year:Sophomore, Age:28
ID:595, Name:Bryten, Major:BME, Enrollment:Yes, Year:Senior, Age:28
ID:310, Name:Ciella, Major:IE, Enrollment:Yes, Year:Sophomore, Age:28
ID:134, Name:Weldon, Major:CHE, Enrollment:Yes, Year:Freshman, Age:28
ID:223, Name:Evonne, Major:CS, Enrollment:Yes, Year:Junior, Age:28
ID:113, Name:Stevon, Major:ABE, Enrollment:Yes, Year:Freshman, Age:28
ID:252, Name:Calel, Major:IE, Enrollment:Yes, Year:Junior, Age:28
ID:248, Name:Kinan, Major:BME, Enrollment:Yes, Year:Sophomore, Age:28
ID:111, Name:Kalany, Major:BME, Enrollment:No, Year:Senior, Age:28
ID:524, Name:Jaidence, Major:ABE, Enrollment:No, Year:Senior, Age:28
ID:394, Name:Yahvi, Major:BME, Enrollment:No, Year:Senior, Age:28
ID:385, Name:Wes, Major:BME, Enrollment:No, Year:Senior, Age:28
ID:127, Name:Mela, Major:CHE, Enrollment:No, Year:Senior, Age:28
ID:387, Name:Jaber, Major:CS, Enrollment:No, Year:Sophomore, Age:28
ID:246, Name:Faraz, Major:CS, Enrollment:Yes, Year:Senior, Age:28
ID:372, Name:Jonathan, Major:ECE, Enrollment:Yes, Year:Senior, Age:28
ID:412, Name:Jamarii, Major:AA, Enrollment:Yes, Year:Freshman, Age:28
ID:403, Name:Ron, Major:IE, Enrollment:Yes, Year:Sophomore, Age:28
ID:460, Name:Moon, Major:CS, Enrollment:No, Year:Sophomore, Age:28
ID:210, Name:Micaella, Major:AA, Enrollment:No, Year:Sophomore, Age:28
ID:268, Name:Hiroki, Major:ECE, Enrollment:No, Year:Sophomore, Age:28
ID:211, Name:Jorgia, Major:BME, Enrollment:Yes, Year:Senior, Age:28
ID:48, Name:Trysten, Major:ME, Enrollment:No, Year:Junior, Age:29
ID:466, Name:Penina, Major:BME, Enrollment:Yes, Year:Freshman, Age:29
ID:588, Name:Persis, Major:ECE, Enrollment:Yes, Year:Sophomore, Age:29
ID:492, Name:Laasya, Major:CS, Enrollment:No, Year:Junior, Age:29
ID:299, Name:Amaziah, Major:ECE, Enrollment:No, Year:Sophomore, Age:29
ID:379, Name:Alannis, Major:ABE, Enrollment:Yes, Year:Senior, Age:29
ID:434, Name:Vicenzo, Major:AA, Enrollment:Yes, Year:Junior, Age:29
ID:453, Name:Lazlo, Major:BME, Enrollment:No, Year:Freshman, Age:29
ID:509, Name:Esben, Major:AA, Enrollment:No, Year:Senior, Age:29
ID:462, Name:Siham, Major:IE, Enrollment:Yes, Year:Sophomore, Age:29
ID:359, Name:Lira, Major:BME, Enrollment:Yes, Year:Freshman, Age:29
ID:536, Name:Ileanna, Major:BME, Enrollment:Yes, Year:Sophomore, Age:29
ID:104, Name:Freja, Major:ECE, Enrollment:Yes, Year:Junior, Age:29
ID:540, Name:Malaiyah, Major:AA, Enrollment:Yes, Year:Senior, Age:29
ID:521, Name:Parth, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:29
ID:110, Name:Torianna, Major:AA, Enrollment:Yes, Year:Sophomore, Age:29
ID:417, Name:Jase, Major:ABE, Enrollment:No, Year:Senior, Age:29
ID:586, Name:Meline, Major:ABE, Enrollment:Yes, Year:Junior, Age:29
ID:119, Name:Adilyn, Major:IE, Enrollment:Yes, Year:Freshman, Age:29
ID:254, Name:Koriana, Major:IE, Enrollment:No, Year:Senior, Age:29
ID:580, Name:Nyko, Major:ME, Enrollment:Yes, Year:Freshman, Age:29
ID:194, Name:Nida, Major:AA, Enrollment:Yes, Year:Sophomore, Age:29
ID:168, Name:Paxtyn, Major:ECE, Enrollment:Yes, Year:Senior, Age:29
