ID:660, Name:Karuna, Major:ECE, Enrollment:No, Year:Sophomore, Age:12
ID:414, Name:Oluwajomiloju, Major:CS, Enrollment:Yes, Year:Sophomore, Age:27
ID:529, Name:Olivine, Major:BME, Enrollment:No, Year:Sophomore, Age:17
ID:653, Name:Oaken, Major:CHE, Enrollment:Yes, Year:Junior, Age:24
ID:118, Name:Nyla, Major:AA, Enrollment:Yes, Year:Sophomore, Age:21
ID:267, Name:Oralia, Major:ECE, Enrollment:No, Year:Senior, Age:27
ID:503, Name:Raeya, Major:ABE, Enrollment:No, Year:Junior, Age:10
ID:604, Name:Payten, Major:ABE, Enrollment:Yes, Year:Senior, Age:27
ID:538, Name:Purav, Major:IE, Enrollment:No, Year:Freshman, Age:16
ID:85, Name:Payzlie, Major:BME, Enrollment:Yes, Year:Junior, Age:11
ID:324, Name:Princedavid, Major:ECE, Enrollment:No, Year:Junior, Age:10
ID:464, Name:Phinn, Major:ME, Enrollment:Yes, Year:Senior, Age:12
ID:38, Name:Pria, Major:AA, Enrollment:Yes, Year:Senior, Age:24
ID:233, Name:Quianna, Major:AA, Enrollment:Yes, Year:Sophomore, Age:10
ID:294, Name:Quavion, Major:CS, Enrollment:No, Year:Junior, Age:17
ID:297, Name:Rhiley, Major:AA, Enrollment:No, Year:Freshman, Age:19
ID:245, Name:Raighan, Major:ABE, Enrollment:Yes, Year:Junior, Age:22
ID:519, Name:Rami, Major:ECE, Enrollment:No, Year:Sophomore, Age:17
ID:293, Name:Raven, Major:CS, Enrollment:No, Year:Freshman, Age:20
ID:462, Name:Reet, Major:ABE, Enrollment:No, Year:Senior, Age:24
ID:205, Name:Reed, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:26
ID:125, Name:Rawlins, Major:ME, Enrollment:No, Year:Senior, Age:14
ID:262, Name:Reva, Major:ABE, Enrollment:No, Year:Senior, Age:10
ID:541, Name:Rei, Major:BME, Enrollment:Yes, Year:Senior, Age:18
ID:557, Name:Reyana, Major:ABE, Enrollment:No, Year:Senior, Age:12
ID:88, Name:Reyniel, Major:BME, Enrollment:Yes, Year:Senior, Age:20
ID:562, Name:Rhyan, Major:BME, Enrollment:Yes, Year:Junior, Age:15
ID:11, Name:Riley, Major:ABE, Enrollment:No, Year:Junior, Age:20
ID:134, Name:Richie, Major:AA, Enrollment:No, Year:Freshman, Age:17
ID:8, Name:Rigo, Major:ME, Enrollment:Yes, Year:Sophomore, Age:11
ID:411, Name:Rieley, Major:BME, Enrollment:Yes, Year:Junior, Age:17
ID:539, Name:Sussie, Major:IE, Enrollment:No, Year:Freshman, Age:16
ID:422, Name:Sunshine, Major:BME, Enrollment:No, Year:Senior, Age:13
ID:260, Name:Rue, Major:BME, Enrollment:Yes, Year:Junior, Age:16
ID:630, Name:Royall, Major:CHE, Enrollment:No, Year:Senior, Age:10
ID:636, Name:Roran, Major:AA, Enrollment:Yes, Year:Junior, Age:12
ID:32, Name:Rooney, Major:BME, Enrollment:No, Year:Sophomore, Age:20
ID:34, Name:Rosaleen, Major:ABE, Enrollment:No, Year:Senior, Age:18
ID:359, Name:Silvan, Major:BME, Enrollment:No, Year:Freshman, Age:24
ID:619, Name:Savayah, Major:CHE, Enrollment:Yes, Year:Junior, Age:13
ID:44, Name:Saloma, Major:AA, Enrollment:Yes, Year:Freshman, Age:29
ID:77, Name:Ruhan, Major:ECE, Enrollment:Yes, Year:Freshman, Age:22
ID:164, Name:Sabien, Major:ME, Enrollment:Yes, Year:Sophomore, Age:24
ID:362, Name:Salimata, Major:BME, Enrollment:Yes, Year:Junior, Age:14
ID:365, Name:Saelor, Major:AA, Enrollment:Yes, Year:Senior, Age:14
ID:467, Name:Sansa, Major:ME, Enrollment:Yes, Year:Freshman, Age:22
ID:301, Name:Sanah, Major:ME, Enrollment:No, Year:Junior, Age:12
ID:61, Name:Satchel, Major:AA, Enrollment:No, Year:Senior, Age:28
ID:37, Name:Sareth, Major:BME, Enrollment:No, Year:Junior, Age:15
ID:242, Name:Shaylynn, Major:AA, Enrollment:No, Year:Senior, Age:25
ID:9, Name:Shaddai, Major:IE, Enrollment:No, Year:Senior, Age:24
ID:502, Name:Scout, Major:IE, Enrollment:No, Year:Sophomore, Age:13
ID:183, Name:Seleena, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:20
ID:188, Name:Severiano, Major:ME, Enrollment:Yes, Year:Junior, Age:21
ID:4, Name:Shaquille, Major:CHE, Enrollment:Yes, Year:Freshman, Age:23
ID:263, Name:Shlomo, Major:IE, Enrollment:Yes, Year:Junior, Age:21
ID:284, Name:Shyann, Major:ECE, Enrollment:No, Year:Freshman, Age:19
ID:238, Name:Shriyansh, Major:BME, Enrollment:No, Year:Senior, Age:12
ID:16, Name:Silverio, Major:AA, Enrollment:Yes, Year:Freshman, Age:20
ID:391, Name:Striker, Major:ME, Enrollment:No, Year:Sophomore, Age:21
ID:499, Name:Skylei, Major:IE, Enrollment:No, Year:Junior, Age:16
ID:523, Name:Skylor, Major:AA, Enrollment:Yes, Year:Senior, Age:23
ID:657, Name:Stan, Major:ABE, Enrollment:Yes, Year:Senior, Age:14
ID:322, Name:Sucely, Major:BME, Enrollment:No, Year:Senior, Age:13
ID:417, Name:Tajae, Major:AA, Enrollment:No, Year:Freshman, Age:22
ID:406, Name:Syere, Major:CHE, Enrollment:Yes, Year:Junior, Age:28
ID:428, Name:Tailee, Major:IE, Enrollment:No, Year:Sophomore, Age:12
ID:605, Name:Syncere, Major:CS, Enrollment:No, Year:Freshman, Age:17
ID:627, Name:Tinley, Major:ME, Enrollment:Yes, Year:Freshman, Age:11
ID:310, Name:Teagyn, Major:ABE, Enrollment:Yes, Year:Freshman, Age:21
ID:651, Name:Tierra, Major:BME, Enrollment:No, Year:Sophomore, Age:10
ID:247, Name:Tennessee, Major:CHE, Enrollment:Yes, Year:Freshman, Age:13
ID:527, Name:Tierney, Major:IE, Enrollment:Yes, Year:Senior, Age:27
ID:644, Name:Thang, Major:IE, Enrollment:Yes, Year:Sophomore, Age:25
ID:633, Name:Tesla, Major:ECE, Enrollment:No, Year:Senior, Age:23
ID:126, Name:Thai, Major:ABE, Enrollment:Yes, Year:Sophomore, Age:10
ID:565, Name:Tirzah, Major:CHE, Enrollment:No, Year:Freshman, Age:29
ID:180, Name:Vayla, Major:CS, Enrollment:No, Year:Freshman, Age:11
ID:618, Name:Vanity, Major:AA, Enrollment:Yes, Year:Freshman, Age:17
ID:396, Name:Valentina, Major:ME, Enrollment:No, Year:Sophomore, Age:22
ID:21, Name:Tyre, Major:AA, Enrollment:Yes, Year:Junior, Age:20
ID:92, Name:Trypp, Major:ABE, Enrollment:No, Year:Freshman, Age:19
ID:637, Name:Tymarion, Major:CHE, Enrollment:No, Year:Junior, Age:12
ID:99, Name:Victoriano, Major:CHE, Enrollment:Yes, Year:Sophomore, Age:20
ID:581, Name:Verona, Major:ME, Enrollment:Yes, Year:Junior, Age:21
ID:333, Name:Victoria, Major:BME, Enrollment:Yes, Year:Sophomore, Age:20
ID:40, Name:Zymarion, Major:ME, Enrollment:Yes, Year:Sophomore, Age:20
ID:366, Name:Zing, Major:ABE, Enrollment:Yes, Year:Freshman, Age:25
ID:308, Name:Viola, Major:ECE, Enrollment:Yes, Year:Senior, Age:17
ID:49, Name:Yuxin, Major:CHE, Enrollment:Yes, Year:Freshman, Age:20
ID:415, Name:Yashira, Major:BME, Enrollment:Yes, Year:Junior, Age:24
ID:407, Name:Xandyr, Major:BME, Enrollment:Yes, Year:Freshman, Age:14
ID:236, Name:Westlynn, Major:ABE, Enrollment:No, Year:Freshman, Age:12
ID:594, Name:Viridiana, Major:ECE, Enrollment:Yes, Year:Junior, Age:14
ID:237, Name:Wanda, Major:CS, Enrollment:No, Year:Sophomore, Age:27
ID:385, Name:Willie, Major:AA, Enrollment:Yes, Year:Junior, Age:15
ID:241, Name:Yarielis, Major:ME, Enrollment:No, Year:Senior, Age:22
ID:432, Name:Xzaria, Major:ME, Enrollment:No, Year:Junior, Age:26
ID:277, Name:Yedidya, Major:ME, Enrollment:No, Year:Freshman, Age:19
ID:273, Name:Yesly, Major:AA, Enrollment:Yes, Year:Junior, Age:12
ID:162, Name:Yisrael, Major:AA, Enrollment:No, Year:Freshman, Age:14
ID:552, Name:Yiddy, Major:CS, Enrollment:Yes, Year:Senior, Age:20
ID:547, Name:Yusha, Major:CHE, Enrollment:No, Year:Sophomore, Age:11
ID:418, Name:Yusef, Major:ECE, Enrollment:No, Year:Freshman, Age:28
ID:369, Name:Yona, Major:CHE, Enrollment:No, Year:Senior, Age:13
ID:253, Name:Zamira, Major:CS, Enrollment:No, Year:Freshman, Age:24
ID:497, Name:Zamariah, Major:IE, Enrollment:Yes, Year:Junior, Age:29
ID:189, Name:Zayir, Major:IE, Enrollment:Yes, Year:Freshman, Age:17
ID:116, Name:Zaylani, Major:CHE, Enrollment:Yes, Year:Freshman, Age:23
Write to db
